# cubes [229000,229200) base=[0, 1, 2, 5, 6, 3]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
229000 252fbb38add17d2886f75654fa1ce648cc95605077f8ab9fee289f78a18747b3 730a2acb42f47b0c18f0c3d706f8ef489692ef9b75d30e153d08022cdd7c1c7b VERIFIED 6.616 0.201
229001 20eefdaac8250309fb2c5016cfbfc4a9a314b74de7b45f3ab57ae20cf0f82e23 76360bfb5475a471b40c8a80ccb160885c058a843f7f9a8c59b5108f67be0003 VERIFIED 5.845 0.179
229002 d98c3edde8dc876ca51795a93898c2e159bf86755b300c6ca09974e7a1053f8f d47384b47fa320e1c148b5524f32e5262f35c860154175f3c18105c108ae11ed VERIFIED 1.533 0.066
229003 cf701b28f2fb206864cc326c78b46196d6fb7e04473f300e9d23a52c21d8dcea b2cdd9514aa724c9388a7be6129f5d4efdbafb03217a1f7f604efc1081bd2072 VERIFIED 2.126 0.082
229004 0475675f1321ac5290d7a5bc04c1b7589ca4713bd280e2e9458f23720c3e7c66 f14b393bfaef7d4d8d52b09dddd2ad74e92b521d925eb7446336a37feabc850f VERIFIED 2.340 0.090
229005 0390559e675b00e9dfa5b54a522b15986a056dde67442008ce2410cf832561af b92e5dcd283d20adb320d5594d683130185e06eeb2ca0a3c5a500973709f8423 VERIFIED 1.260 0.051
229006 0a99e549abdb64e50d91dda583cea14e0681a74e0278df31633163cdf4e66fbe dc1e45a9adae9c96a1662925674b035b245c1dc8e73f1ce39bc726b21cbe7fa0 VERIFIED 5.938 0.181
229007 e70b0735536b1680979a098404fe51a0486d234c0a78eeb92a40415473dfc7be f9960efc43d8a4c486685ae052c3522da01da267dcd73c29dcd93403b9c2592f VERIFIED 3.232 0.116
229008 01015e3e59305d7b4027d47fc8b3932d01f54a00d96d6150a5bf82d96a533c9b 61c9987b816f73be3eb43ddd62a1c0e4d9a26467a780f892bc3c033bac1b392a VERIFIED 14.818 0.416
229009 9a67d43f640ddbf3e409d9bdbde343031694276aaf404d9cc60b27b2623149bb 756e0f2a5e007ada9dcff36f2cd6c561c0460e9a0c1d5228355dd97c07a9fea1 VERIFIED 4.831 0.144
229010 6c7b7dea0e991feb44ed2c0e07e082973db853883fba3ae262c5e4b87ca02acf 210888252638071ca1b6365f32d99fed462d16f31c27f4bdc5877381a144f34d VERIFIED 1.489 0.062
229011 74834873946a8fd7854219c0251c96484b8633a12b9556b6f335bdc7358eaabe 9619a609536a3e37f3999a688fa119447052134927625e2643e7dc7f1357464c VERIFIED 3.551 0.112
229012 747820c272ea33bccd9669f0bf2ddb05549538fd015d2aee76c53d0c84dbff59 9a3af5bbeaa6b33061917739a45378d2f1ce80ad66e45a93e903db26c2baf1a4 VERIFIED 4.941 0.161
229013 b6abb77bb8137ddb6a7d741c42d43cdbc746688ccda75cf3dc0dfb2774d651ec de08bd2f79e8192dd636871147f1882ae5f72372bfc65df9da6008f0980411fa VERIFIED 11.019 0.342
229014 f06a2acfa204d75651e3b45acc320a061ea3ad6d5319c552c5af02ccaa5a3548 94e18c6a16b191dc4adb3784b09e8c053aff7e3edd403cb830eb2c19f34d574e VERIFIED 5.920 0.178
229015 8facaeaef6d3bebca34b65a65df7936e38b9646747f0cfe89243fc22ef0571a6 e9ff3baa2b9604ce93a99ef6a9b6c6d9e2a6187753b6ba25377e6a4141523a70 VERIFIED 3.774 0.131
229016 e5fef39d1a2604994754ecf762f72a536c50c802832a8a0a80b89002fd93e8b1 ec2efefbedc9d11b3523b3117240612013f1245ba390c29924427d1ceeb55764 VERIFIED 6.335 0.195
229017 2fbb8f157a2cf39e968002b566378d87d216ee740d557553226797239b70a8cd 23887047ea98cca3a1232b752a56dc86db9abfcc9b6e932877bd01e7844ccb63 VERIFIED 6.559 0.198
