# cubes [119800,120000) base=[0, 1, 2, 5, 6, 3]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
119800 62dffa4c9028d9faadc5b7b51f308bcc5b96200b615d5d66bf0101d27ae460c6 b3e3b773d3352ed1d1856bac40b792c1cf612f51296e70d739d3e1d1f3d05189 VERIFIED 2.089 0.084
119801 ff159957321b862aef103f63fd65082fdebc5eba838e794eece141b5a59d786b 3c5466c011459a8feb59f1440dc057b69017832fddbd581b7ac59f7391ad4dfd VERIFIED 0.133 0.016
119802 48c9a0b829a181af7c31ecf79be215b8e136e89808351d487e8642e4d8a3383c 81590d6b153ec20157a4b83cb86a16deb9c320791a7f4294aa1d51483e7b9d5d VERIFIED 0.287 0.021
119803 beec6b70bf33c84e21df353af76024d0a667e33af603e74c75366fb581f2cce5 db3a85b7bea9c6cd3f6d9d843f6f3695d8fdf0dad15064c978d48936f2d622ee VERIFIED 0.227 0.019
119804 6dac21121460fd43f57dfdcb76525ae9519219fd0cd3ccc108bbabe690e0df03 33f59be7bcd4a9cb5d8f396070a9debf522ab9d4bd9f42bce8d2e702fc24586d VERIFIED 1.190 0.042
119805 7ea2dbfba2341c83e67ba44d2ca992124038c286f53f66daa0683747a18a3c27 08b9f52a0348a7eb4555c5534f1cac51ce9c7036931ed253b38f7da0653d6d73 VERIFIED 0.485 0.031
119806 bf65f0d8d87c169bc524eaa75851810f04cf0c2c3616f078e2907422d76b2ebb bb6a636e689616d4b3f680d7eb71a4235cb2da6f1804eae45b6a879192ab312b VERIFIED 0.683 0.033
119807 75eefe0bcfaaefb8350cb71b5dd7be0bfd358f6638b382ef0a34d75903b227cf 01106ef242c326dacc60b1a69881891c3a3e0c1a636f949d7c097744fbe9e274 VERIFIED 0.838 0.039
119808 cf93a7b62a81340857282a906b86bcbc80b0a528034ed31688058b9667f79b9f 28b20b038c0357155e81fded8b9adab190974d5e995578704effe39b065c6d5d VERIFIED 0.875 0.045
119809 524e470fa728627cfc664923b72639850b9994c988ed806fb92bd247ce96b8fc 43a73add46e1bee8ef9d4e28164b166a32bbc0a38994ac3fe2a0f1fbd7015e27 VERIFIED 2.648 0.087
119810 4d3b9c6b770e71ee5434cad083e3d51936b685db4abb7a1f6707e107e4044edc d65167e3224d3d0633536b18adc142bceb3eba03786cb465ca683468d1d29602 VERIFIED 0.709 0.033
119811 f103f1757a092c90f567aa5fc5c6ad4dee0b652f3d1b21c86e2da012ae630b84 5b3cb8fedfd5d3ef590dd020bd1a1456cdf31584b9d590f2680f46ac4a84c55d VERIFIED 0.940 0.045
119812 fb02cd304284213261532afab3b570048c49c9ff6b03fb9f1970b43fbb693e90 313a90d08992aaa5817bbd660c6ea44415ff2fd969ae241b4772c2fbc00d8811 VERIFIED 3.743 0.127
119813 4e05168c889252a0685b55546b6556cd184d137aa85d73043f6c3a393a9c22e1 6c667213ff7e58a1263e9cadb7d3b0479cbe4bd77bd2b14aec1003879444475f VERIFIED 1.462 0.059
119814 720d784f37a36fdfdc14925bc2f7bd625ade21ab45e37dfeb33fa92547db6595 a373e095fa983eb8736b902d73919853d344fe493b80ceae5809ecf912cbe94d VERIFIED 1.104 0.048
119815 8478eace7b25ae611d624170e6e63462c7eb38acf55d9d5415959c44b3ed373e bc6098607296163a0ba3abe2f0ab7cd22d18730db62e27b8814efd736bb7e2d4 VERIFIED 1.439 0.060
119816 6a73eacbac0dd5764ac94e4ccefc0c39f9912226add73f76e9c3b38da25a851e f43406f276ce16c92db3c9075f9fce3918bea57d2295f388b6de941c7634227e VERIFIED 1.630 0.067
119817 a7fe1ec5bc10853e605be6a2711f1e7cc9945cdd7f197cd6e9b4bda47b68f08f 4ab476f8c9e7e3b439d6c96d3773dba0d53f326bab2f28c7ad56242bd65d898c VERIFIED 1.361 0.055
119818 95e79ac2ee430afc2e21b3bc00f8c03995395a173314ad6294efd480dece1d25 efad2606602b48b1ff9679276a740e9d8d6d265dfd41c200d9fe7fab5f9417cb VERIFIED 1.426 0.059
119819 95970b02d9e5243ae99166f4bb84a999517abe875b544224daf1d1dd528e2750 528df45c0d796e3ea5f2c2c2b59017c55616d789fd413068428d84781fcc0ff7 VERIFIED 1.388 0.057
119820 ba4885b2ccde9f1c7fcc73c29bee7294a3b17e330b221fda8b4054c9f15563bf 77ae17204d6ca2fa1533d760c4360bb124ccbee23e286846ff8bba901ccb6dd1 VERIFIED 3.525 0.119
119821 794b7ef562058ce1da6380d5c0272f78fdc76c98a93925b9c5e8b3e6391d8220 f3fc4b9cc19c0362c1e12ff1f4e5d7f657bcde354fbeead179f330678e4e14c2 VERIFIED 2.211 0.085
119822 6e55846f45183266b19d08a30a8512110084858ef196311cb7b3004a11eb2a38 159686e360ce55b7d5ff645b837b251b07ee56946cf88a8d4d718e9caba479fc VERIFIED 0.548 0.030
