# cubes [277600,277800) base=[0, 1, 2, 5, 6, 3]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
277600 3029ffaa6b99453527d15b8bd4add37017732602a73986ea3a64121917e3ada1 7355e5716299d1cb49caf19c306bdbe132539a81d99a2de9f421baf90ef664f6 VERIFIED 2.570 0.090
277601 f240c53372cdbe84f962d9f57a19fe6680f0adb3b2dc0c9bfdb254b107bf3afa 37c38f14f50a4f1b46d59dc09ce1c700690d6529f97418fd471473912a755720 VERIFIED 3.631 0.122
277602 2cd4e5c1a8d113b12420807f038b436c007be92375e6ba0310ac189923e90e9c da6880b01c4254a8ff7d60cc29e620b473e89304068729f182f4b473bee28e24 VERIFIED 0.806 0.040
277603 d33c0be86542f9bf29d5e11b20343d4ccea677fa067134984e8d9ce2a87d8e4a 990a816648810ac11db1b29442e573300577c84a9cceea860f39f77e18f966c0 VERIFIED 3.118 0.109
277604 7647fbf4262b426fb12985ac36906f91e347d01a45900cb3de65ce85b18bc607 43ea0642df648905808343f3ff1ca9b705a97f532f3c79c2aaa73f5cd07a32c7 VERIFIED 0.116 0.014
277605 02056eaeae81c56db507c0b0e001b70b7a0d4aeda7401ceedb9c602197bd419f 3bcdb5846ac0b84ef4a7ffa54ab245f0d6d67b074aaa61dc58858022109cb504 VERIFIED 2.179 0.079
277606 44e063b44ea3a1d8386a0ccff87d53ee0ddc60c3ddca31ea782c45d70428854d 20f81d9af2b0cb1e9487e407f37db5d071c6ab0501e37b6747a3a4f21bf758ad VERIFIED 1.096 0.043
277607 e902f6c96d0a0ed6621758123651ee66e777f121b109f45bfcaad28c93b81c5d c8f5bc5feb91db69165742155f7d7cf1ce181e303ce381a148af2116bb578d0c VERIFIED 3.761 0.127
277608 9029a9af4c6e204875abb38aae17a96623c029383e7588ed13272c5e3d6bf108 d724e6facef8dfc1474272585dacb93542b031753d661d5d30be7466170ad67a VERIFIED 1.385 0.053
277609 edeeb3d04e509f9695371828b8f6ec34a5a9b9d37dcca7356f90587a5d615172 a81b74f2cf05996040d85f604bb7d61c28da73966f0c27c2e7ce3abfb4c2e47c VERIFIED 4.313 0.126
277610 4b97965bc397efc1b4e98695d9cf83783b653a54a129350d7184ab82738c5392 302fade4f5bec1bc4891e8eab11162a25e65d3da968118f9f9c47ba603c0617f VERIFIED 0.690 0.034
277611 8fa6f393c1aac78482451d007a5f55c168bf412862c0b15dcc06abafa365f5c7 3128d2665a53fede604b8fc659f53386845e9f5a748505cabd0dc15c417351c8 VERIFIED 2.815 0.101
277612 fdd3e2cd11bc9d43ae6433b9374db25307a334ee589cac6816c588e215f91f8e 52beff697a353692336469194724daeb6bc9299680a63e14db855153c3bebc46 VERIFIED 4.723 0.156
277613 19d610dff9ff1f86d3c60c795751ea106351902cb8e7b2aaa6538367c3e42531 8de9ddda86cd385df67cb01364bab23dd20951615879b8a82d4666d84d9eb854 VERIFIED 10.369 0.310
277614 0d7f1ba16bf05e55ed747af3691b27f5d3b4209cf9980b204ba729c921a744d4 942f40776f3d7718f707ab85ee963bb4d33c8071a6233e0d0b44d91f62cf824b VERIFIED 0.376 0.020
277615 cc9f779f1716843dbcbe74ca3ecd332a8640bb0950e9cf1a984fb5bdffcc9951 a621eaa42972aac09e7db5bfb33847d2df800cac0c9dd9f34442a3ef7ef7a372 VERIFIED 2.567 0.089
277616 6c74f10f5d6f4d25d3eeefb61268d32c0adea7d0afeff497a8dc7fff75582913 37c06342c4c96368cba974ee7ee5c93619b17ddbfc7569f2eb4f491ec7ed5029 VERIFIED 0.191 0.026
277617 dd241e88547765b3d3a01af6072fa4a0a78a48f2a0e7d3f3d8c9b7130d8cb896 b3d2da9823b896b0fa3e479e3d7654d445ec0e61fda7612e14d53d189929fec4 VERIFIED 0.230 0.019
277618 314b85527b8341511ae222697bb8d51fae737f782a562f3942b08dd2d78f5b24 22135764497d629255246e58e52e275a7e5c4364110514d1dacef87841567ab2 VERIFIED 1.312 0.065
277619 6ffef081d5e55573f694a4fb072bc13ac23a127aca27bffb561a7aecb020dadc 5c3334548c9450d6280e31847a93d0b557b3789201f7f31870cda77f5898be11 VERIFIED 2.578 0.094
277620 a607249d3ab01c663f96f1c1e6cc1b56533f686f60727e55b65b138628c2db84 0ab11b069208dc751bf10e449852aa1448737c3c37a33d90ea26be6a8f322603 VERIFIED 0.213 0.018
277621 bed4b7841782aaa1b4cb01bf0f848198203fdf573d7c9516fad5d4d5f87aa3ae 05789ce20612c404afc2110c75b49878ac2bdffa28c4cc536a9e765942983490 VERIFIED 2.929 0.098
277622 acdaab25c02b004dbef43f8decd131e2b9f46d8f6d0c7d5a97ababfd905bf6e3 8250cb6b46a2f12467257d000df50688305646c653296f827e8ae003c1b57fb5 VERIFIED 1.770 0.081
277623 d4baa7ccc5f9a9acb8a645d7c02509ba66aabaa8373eba6f6442fb204a902921 c3612664e8e74bd66cdc19ca2ad0b17004cb1bcb8a669deb8019005255fd9583 VERIFIED 5.523 0.174
277624 280036d4a435e6e5ef9ebd6a651b6165b7d1ffcc36287240f299848fe9ce3c68 78e8ab042a1eb8cb8ed5a1868e3d9b1980c35035c94fedde6d305d237a7e25dd VERIFIED 1.200 0.052
277625 a9b8d47a8d653a8db8320a1a90572c9a16a8cb026de9704b4d3d4fc92944c968 e1d23c94f92c3f4d8a217940bc1aff7a816c53d0510eb7bfb234aa4c1a474a18 VERIFIED 13.876 0.418
277626 3e2b9c7c17c267d1f64d29f4b798e5df74e2bfcc7f1033ba91fdd5ff9b6fccce 5e947eb546ac9edb41b049ab315fcc824a52f14d98e97508c89296dce2ba7173 VERIFIED 7.400 0.223
277627 43d6dbfc81b84e4c34bc3d9713ff39f79214258367c974f1d22423eaeeddafde b7e8c7763527d864405b7b943b3ed1c312c07be5a7599ddd4f212d8b8bdeb61c VERIFIED 0.540 0.028
277628 141a979ed6fb150c6af9087defb7558cc5c082a6a98ba7ef0ce975125122fc5f 2249915c144154c0d58daf514560fa6bdcfb2f01d46dc58ac6e7f8bc51632c80 VERIFIED 1.262 0.054
277629 25e6335beb9f273b456e2a7da787a61ab9ae1bca2e18c2ba280c5ef30c94cb36 2575d3c0fe2856e50c668827785178152b68821a88b9157f98cc7aefad9cafd5 VERIFIED 0.896 0.042
277630 c8a1865f336ed8135d3ed31d4a35fad9831c25ae37d1c660c61f9ff33842387c 1b545a5d985c932d61396f23b8e29ea21ba5f049ea5f056e52e55515f19b59d5 VERIFIED 6.383 0.217
277631 6ac25b591b679909c58ea732e27270a39a48b4c3611e2383d3e9f86000c6c0c6 fff1a199f168a1176a079771ae649d06efb83015738679518ce73e558e4432ee VERIFIED 5.639 0.181
277632 e57916faabb106337ee7820bebc2fbf71a3706fc1f5c6c64d6a2f81606ee6b9f 8bf5a8e92471dde8c3f56438aab6e6dae13dee576c7cb63a9f2f208c7880248c VERIFIED 6.116 0.197
277633 ef78efe0f59edddc4b75801595438aa65425486083b17b0706ac6732352ba944 8bf50c353e6a09592c53c06b9164ad15bb9063b4d37be3c8c549ceb062142589 VERIFIED 0.275 0.015
277634 3b0de08a9daac0d6d1d2f4e24cc365f3528055965c36e6aebbc13709084ab743 16bc754592d9ae6ecb31a591c2a04fe4c750a0e6e7ff75b4cfa1e8e6bec5d7ae VERIFIED 2.220 0.082
277635 36cf5abd34fb506b1332a040fa2f35107f2d5bad37160113e05093ebfdbca72e c68f9ec0ceb653f07dacb70e64aa2124a42849c9140c8f3f5d0e73625cb9ed50 VERIFIED 3.741 0.112
277636 7a4de6020e607baafc1c0af866fc2ea9a27e7571b29f67c22eeb3e3bd4ad0fe4 070abc3d7ec21808806f00f882eea3bb1c5de59dd9223b1cc89d28c0ed9e7833 VERIFIED 2.480 0.090
