# cubes [54200,54400) base=[0, 1, 2, 5, 6, 3]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
54200 b1e8e49aef18d0cbbac28df5438f165b95e5929c26522293e416f42f417c8234 1d10b51febfc445b9f97be61ea94ed56556a7d54227f629dd323eba3504a3f9e VERIFIED 2.374 0.092
54201 705730f004f8b50ebe484734762bbcd795458763f3434c144e3c8b9c3d913575 e4f47a93d7de116308050e991e3e5d481663d0c619adbe30c5089d116a261e81 VERIFIED 0.339 0.024
54202 bec7e8243d3378fdf708be602c0dd7439c41165685e8f4fdde96f3e589e14622 17e382ac10624f8f4ed1660ee73fc9540be8b3b8497746669b1d8acd8ad0b9d9 VERIFIED 6.211 0.210
54203 037594554908279b82416e52e9fd6389ea291025010551a067fd0adb008db7c2 5536b2990efba5134498847526c72e3ef0db50a55f3dad2a2e11ed9cad58d0b7 VERIFIED 6.108 0.190
54204 5dcb6b9df22dcc4fee1d993f97f906156894c30cb0c87f01ee98e408269876a3 59b7de2b0a15b5df8b2a69f1a69e5ed6202bb6706ad4b5757ba17f2224032b23 VERIFIED 0.875 0.039
54205 a9a25272db8e9599fa1754d5798e5d84a5251170a50f70628d1345bf20e82219 745227eaf7b8412feaeb81a3b3b84596124679bc4afc3f6ce318c92aee494b24 VERIFIED 0.643 0.031
54206 d274fe298415bf89fb48f223042a15e130b66e7625432a6689e3060f024da286 0a426f8df9fb876134b4020c4898fcf3212898d181a1b2ca3f6d9359031891ce VERIFIED 8.743 0.285
54207 5e4097b1ef99041e313317746b4a550d4c0697a77801929bd0ef4459f0f94d6f 1a789ddb1c39f5defe58ed28ac09a3aaed4a74f0ee51c8a7eb1386d1696b9a08 VERIFIED 5.419 0.185
54208 61b45fbc084a5fb0b5ddd45e35db082dd7b5a251bf1233e3de0d498760fea1fb 18a0894074be53442a76f888e6b44c46b43cba36111476da76a47678422e129c VERIFIED 9.322 0.305
54209 4d6dda8d38f85e0856b88f3ddb7f2d9839ca6dfd3fa3e8ad5d02140666230015 bfc7c7bb14cac4f5153ce3bfe43533c51e30ae75566d27bdfab3912b1129ebc6 VERIFIED 5.863 0.187
54210 cc58cbbf3903e3e4bff19094f333e363dc78c56758d3352887b07197c24ac000 cb1752447d1423cff484924a0b454c3f3c4b6135d1eb4acec5f5895b6752ed08 VERIFIED 9.444 0.293
54211 e85a73f6693c1ed7d1c8bca46056a89f346829c9c0885ad43f7795ba1f026ec2 a3dbffc36c8d0ef25d33984e1289cd195f80de09097057def202615994d5f591 VERIFIED 4.830 0.151
54212 704f1cfc7412aad36accbeba13d78d8e91e34168be8b11d013795542b7e8f269 0136e1677d9160fa3aa9146f46753e7209da81f6b0dd8284b938c0f7a231edd2 VERIFIED 0.845 0.034
54213 31ef04a75b0782daacea4c44388ada4fc55c0e5fe6506239e8231dd79b9be816 1ab176754f6cb3866cde17a67336eb1128a4cabd6b2ac053d948c485965fe5ae VERIFIED 1.176 0.048
54214 f27cb8ce0067ca522208a5eb15a97cee4b326c6379353a9032439c9a905cd604 b3490d2677262ed552df301cd7339d129991e6595dbfe6486331c8dba00c2b00 VERIFIED 1.118 0.042
54215 720e162f74fadfd7768e92f0115167304aef25666e6c3b1dcf311b761f375f5c 93e22ec366f7e8e6cab64202627a1b28c5fb81b2ac254c027c60f1a45c959d04 VERIFIED 3.357 0.114
54216 138b6281e01817885726e3befdfd5a6cb91328ed6ee302bca800beb2e59c07a1 04ed66015186476dbec5dc29c6a0c75409a6d303ec4bfb6cf086e7fdafc87a33 VERIFIED 2.619 0.095
54217 a65b5f783d8a516e168e88e6d88d7ffa72b570d2c901730c8b4a76625dd12e3c 6ecdfbc4d5c07d592402d2706b5dac865246a149e1fd0d1693414a1ea5b2544a VERIFIED 3.937 0.127
54218 cd51bf83294c81e1fb1bd5add23b21ccb55a5f7909937205a67c3caf081b8423 cd490ee583e6843294a189402d09ebccd9dc5e4f3f257ae7e40579505dfe9dfd VERIFIED 4.865 0.156
54219 e2142ce706aa80a853fcfcffb56024081812e62b993e91dc7c3a9fe6105308e9 4ad85a8e660518bd78bfe58367910277245e66546fccad264470ffff76b4f8e3 VERIFIED 6.024 0.181
54220 8e9ea05d67440ff192ffba30a3e17b55ff5835aa2aeeff9cd8bbe2a8a9a4b725 32ecda9fb25a0d1f471336ca25d4fb7fd25b1b0c169c465fa09efa100a964efe VERIFIED 4.086 0.130
54221 5035a306316dae9bcdb9463ec0bfa9e0039cb7fa4b0f7ed4763b4ffae71dd4b1 46f18a8a8fae08534a0bb04891a0584a11e1a80f767fbdc15f606c7225ea9bb7 VERIFIED 4.289 0.134
