# cubes [109400,109600) base=[0, 1, 2, 5, 6, 3]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
109400 97e05b95a841408057b2bdf67f9e44e9e001bb2e94e7bcc47c9c4a226038c2b7 25eb1128c2604803f14f6fe9266beaec62200793858e7baba871a63c341b11f8 VERIFIED 0.589 0.027
109401 6182943cbe7f9b4d677c61c8bfc4478d9a35974112f43b019cd172e2b30a5621 9977905867e9570163dab91d62a4d558aadd35a16f28126818bbcdea616316a9 VERIFIED 0.015 0.006
109402 a572afbef197bc5142f218a17288135698a0798f118dca3145c8837eba8fe90e 9dbfd81f2e32cad4a5e3072296d0ba2051d87fcfbb58933fa401b6372240bbd8 VERIFIED 0.020 0.007
109403 09f0dbe1f3679127b58b853ddc7e91f50bd1eee3865a9590c3deb4a0f26a7ec7 19677c078eebe63b6fd74defaa7107e3207b387cc084cda5ee70ad5cea78dd4a VERIFIED 0.127 0.010
109404 9492fc859c61547f114e36781b5d30cfb2335300487de59c04864b8c5f7b2a5d e089420083df98eb4908a7f28d0ce30af49565c5659a83a8d7b639f9421de944 VERIFIED 0.388 0.027
109405 28f0ab333041f674580f13fc754ee0c2bfb306c45d90db1899d70e5f4d7b2cb2 7e39d78c4c796fd0b7c1f733a71b4ee50a1158f356dd85d2e0790d5852ad57af VERIFIED 0.014 0.004
109406 d02694415fc6f088dab535692963e264efc7f62992c90fc5628ead895d8a32d2 7e92896d3402fce07d9e5bcd2c3ec56f1a30b075a66dd6af4c81b88851f6f0d5 VERIFIED 0.015 0.012
109407 527d239980b7c0df7f37925cf865fdb90153332e23d96db872eeee94f5c28d54 7eb1ec17f1c8b420f2896ca2443b7d53fae2920531320de4ea7b7e375aca05c5 VERIFIED 0.020 0.005
109408 943bd097f2f3447a6accf51a383d3cde4d7c855e2a8773e3ddd62974994590fa 995212f02c5ba6a8a282bad3e31e87fb03ff02c9e53ff59801f406c3f4ec087e VERIFIED 0.016 0.007
109409 f63b876a3126fa851cfb1524d727c707d8ec0d0b34a80efe1ce31ef2f12e6149 82b4abb64dc9d43da349ba162f639132462a70a688071aed986a586c7d79494d VERIFIED 0.028 0.005
109410 85075f6ffae1c6553d0b5d344e0fc751f4bcc4cb3e3329d3de4c702eb5548853 2a3d737a948b07f2d7cced5e4d002de4e451919d9db1815bb589afa6d18947d6 VERIFIED 0.076 0.006
109411 ab5e197859c1908d98d566b8ddd74739c80f11be45b650acc04f2721dd1ff93e a1255c449d244fdf246c779b665d5ea43f7ba29bec8157ffe6b49131cb32b1d1 VERIFIED 0.015 0.005
109412 67095ffa0c57099811dd4ed56bd866bd86de74803af2ad87377893d601363e5c 83b254c4538eb726633d49ad4f169fb3affb27d0d1bfe0a07bb2455bf37b5a8f VERIFIED 0.062 0.007
109413 a2e942a664b4fbed8fb5bc63f29a5dfb17c4199e3989e9f342c8d2b69d3027fb ccf088f2ac62cbc5edc7bc5d5843a1cacc36bc07d72df21c910be43383ce1131 VERIFIED 0.020 0.007
109414 4210ca25067adfbb20e8722bb3803d471d89d4a051cdc41d5fa147bfeb856065 503ea17f38e086d2671b0fd5c6692af82774b94a40122ee4f5f6464b3f6d6f90 VERIFIED 0.258 0.015
109415 e058075456faf6cb9ad6d5cda523a3b79d54fb3de45abec119ec26a4a07f2059 a1bc7baea268d72f68a880d3de09fcfb80ca254da077eb66dd1843a47d899bb1 VERIFIED 0.020 0.005
109416 4c4498d5d16465e63491bbac5a01d89d1a9a3c3fe375364555712410a513b38c f8ea5ff736806e7f6d1f508c23c1033a104adf2db01458670bad4a0afae0a348 VERIFIED 0.129 0.014
109417 a9c98c731de806e4130d31803ddcb0de1a9b3892437b9421d9da83e9d5017efb 36bde5102204670f64632935cd1b68af36f51014699ffc206e8fa70fb22b159d VERIFIED 0.314 0.022
109418 64043baa170c71ec84a9e5c663b2f1d108321ef46ea735c61dbb3d4966ebb3d8 98c19d5f36a813f0c3ab1eae24b5be9fcded45ed4a19f7285e8360e2c9ec757f VERIFIED 0.019 0.005
109419 35c35a5def14c9597f082801bea438badcbe08e5bc1189ee67254f01ecc52b2a 2348d48125c08334d8d798e7e8816240039a0d26d271f09226320cb6bfb58f8c VERIFIED 0.015 0.007
109420 2f35a08a3367f2a79c14170670f2aa8a06a3aee815f5d64e33d478c40c4b5a03 f86415e282c8b761df4b41189cbc2fb6e48ba8e49f761f952a8493a5aff076b1 VERIFIED 0.819 0.040
109421 cf16ec7889c4ca9587c86bf836030de9984a32186613bdf4ef35232d6dc76825 6536375c6f663fc18623d0181a1e294c85ae8430927d302081dd405c628293a1 VERIFIED 0.793 0.036
109422 a76d5aef06a02dedd2015f0cfc889b03f72ecb7affb6c5163b34d636b4009764 6362efac358e20ca09d83731dbd26e207e244cd2b23e585d7592186be66a3e17 VERIFIED 0.664 0.032
109423 ac951ed1ff31c1dd9b79fef36476a1678c4d871f933d3996396b1d52220fff50 1a6034bdfab01dd298869b4ad4b16dccab9f424e0b325f58aa41e51b4274703d VERIFIED 0.746 0.033
109424 114a6e040a93719cac66af5e758d2a6c1b6d9f4a52b6a8c245cd81c74081c7a2 eb8bb911f072b4d08997fef7f6683fe77be7301f797f88db88c6a300aafdf8a9 VERIFIED 0.903 0.035
109425 7bb0800ebddc96e8451df504199f27b9601d67b632eb203307f96894c8a0d0a8 fee043eabfe16e17535c237766462c10324134c3487620296c5a03f1104e67b5 VERIFIED 3.008 0.097
109426 c2d8887379677c935ae8e6b84a95fb3a3a25370ac30a87ddd80cce47ff433bd1 1e29cc00b59406db4449a8103f7e422836b17acf2737e779b46ba7ab2658b23c VERIFIED 1.049 0.039
109427 991e80a437be8c04d47b410212fd6cd8d5c390653b35e71d16414599b4cfb1fe 270715355a59a18d321c85947cd482eccad83ff4fe5814ec39d4194ec6841f49 VERIFIED 4.050 0.128
109428 0862b1c9ac2f265713a6e30c3396a197678403d5bbdbe4dd0ccc3b3b0633a557 66678ca9ca0185748ebb74252aa6c9597d907aef326e678360c7485e266807f5 VERIFIED 0.188 0.017
109429 b37e17b51ffcb3574476e5af77459846ce1b13a97a3e9b007e3c45033dfa82c9 f2b00293201a3c34ceb7a3aed3c32f60ad76bbd33aabb50c5a90e2569f754dcd VERIFIED 2.388 0.091
109430 7ad0d2802ab720c1410b705c6fd06767f29d3dc5a9f1a6a7835e88622d533aae b3ee299b856464fb535cc471d3671b1583898b35b8580a7df60dd0781ba2140a VERIFIED 0.980 0.044
109431 37afd9be865ef1574e12441266261715d399754acdaa1d75299d5ea4f6898d1d 899ca8358ef8c6ea53cb1e36c822a57faefa236568b90c22d2f3c306f60a048d VERIFIED 1.681 0.066
109432 810a1b95098b1298e057dabff74eed8dbd4e08dfa738d9e92417da73a8aeaca3 ab892c82d7045663a59af1f771a826a0d34fadb8474f626216be4c9205286d6c VERIFIED 0.779 0.036
109433 bd1b1ac82e57d93f1bf41f1be5a1382aef3b89fcf92082c99106fd070292762a e8dc260f65081ea0f0d6af64e7f06df9d5061307c1eb4ff64a4e471dcbe6b5ca VERIFIED 1.916 0.078
109434 b1f94b53ae5c2d2a0595029aa1c6b515ae197f881e6d7bb752e3295620b27720 1f425ab4bfae1342ec6e6e9e6e0e3a8b6ae052db8f8cf84cf4d04eaf4e1026c3 VERIFIED 0.016 0.004
109435 e20eec05d170b2714c8a3baeca19b37004f5ca1eecf91a88d29b7164f7bef439 980174dd3040ceae2e20efbd3d41e337abbec3e1a7e207de5b84f2cda875b6d2 VERIFIED 0.019 0.005
109436 a06539a3f4816914147bf41c2b035f637a0ede34785bc2ac64f78793353e1d2d 1ed35bedc0878af2ab9221c37279480f8e1c48423d98b653c629668e9e056d08 VERIFIED 0.021 0.007
