# cubes [53600,53800) base=[0, 1, 2, 5, 6, 3]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
53600 698abcb9787f36eec7a9d855a2a73c28316b5cc4ffef5e238f6bdafbd5a3050a 0bf63fd5b4cb0c1917cafe1919f4f27542b42b8921d9dccaeb1635bc8591ce16 VERIFIED 0.116 0.009
53601 cbc7c357a9331f1400572608495aad0debcbb6d9d6f3a16f42bc7295c873566f d10a0314ef29540ae234ef502d2d81924d099f18bd8c91178750a2ed323d98df VERIFIED 0.499 0.028
53602 c7691dfbaa508abb1821fa873a4b47c52d834cf2614fea47bf4091e54a0653bd 7446c7cd0532ecf5219b03ac89036d8a633b01bd95ee9003ffec2a593268f6ea VERIFIED 0.921 0.046
53603 026bb499442f3d1316d000f2b871c759e6d1e09362d11f6f7ae9f1f606a759f8 dd054b796343c1b9c30fa9c4d03ba06d3c2c9ad848f11f0cf3b7e450a4357678 VERIFIED 0.216 0.016
53604 c01e071be25715ef74dfd6969ea159b845caed57f6a8281c50f20bb6af2ede2e 658809cb9d3a102a0d886046d3291236f4a53c83156697bfada2200b846107ff VERIFIED 0.363 0.022
53605 187653f0b6a3e9011cebd04a4c8bf06965fb485efab8f4967929302e438097a2 284dc2147dd13f16b784d8beb284b489b0296d4c3ad1010a6a1b06d2f585a244 VERIFIED 2.154 0.086
53606 e8991b416c8fc7f0c89b3eba354dc47b5cd8a042b8295385e9c854f8ddef2992 8dbd816918d939651b9fdcd2b8b3e2e8cfa2529f40ad3d5871825a4bfafd0842 VERIFIED 1.553 0.059
53607 2ccbcef983749a817bd413bf86eaab8918ec1c0245764dc4d6d0d1f84f1fb75d 5da70a05f10ac77d38f733b15271ed5a890975c9a63cbaa3bfd84171e5f51b24 VERIFIED 0.562 0.032
53608 d9ce83ee491a574da070cadcc54a595f436fb50e5b7324691c9dbaee77da1bc8 18445e0c807f6cdece0e998f8221be1e0e658388e64721b1c5ff787c792c4260 VERIFIED 0.947 0.038
53609 9aca5514ab106161b582615ae30ec75c289f733bdc57d3659e0adb31c3095f4d fb5a7aa8f61b2002f6ecf89c4e76681db42779f3a7d72941e5d15984b3449f4d VERIFIED 1.675 0.072
53610 de9e7d813f9c38ea87ae2fed06c8760f90473f95ce7309ffa67c54a15918d776 c3441514419963e5d7fea9259de157a879323bfd4bfb7cb8d3504319f3e5192d VERIFIED 1.266 0.051
53611 a5cdd38951c50f59251c27995199a67b68416c490a672b9a046f74bb39ee35fd 73e44f90275e55ff731bb6e10972d082af31008d3123e6db18cd786daa915c57 VERIFIED 1.572 0.069
53612 06e20c5392b7625e08b73b0dd733cd17ae954d0786cf4172c64cc689ae659c87 e2184ce7cd3588d2535f0f9c6d0c1acebcdc9c09d2f7932d03f4c19c0cbc3489 VERIFIED 4.099 0.126
53613 9af7a8d15623aaebcb6ba81742683ea1abf90e764de7da345e6050f68cdb193a ed9c4547bb2bcf4937acb34152c8cf7198fa39d0a067a5bb99031d1bb2627340 VERIFIED 3.069 0.108
53614 60cf6b1e1db88a6866e6f64f78211f7394c0ddf4f4aa4e453c0c032f28fead98 b74d31edd95900f5b91e3cd519ffaf948f6e38f1902325af8cb098dfc5035d5d VERIFIED 0.099 0.008
