# cubes [129600,129800) base=[0, 1, 2, 5, 6, 3]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
129600 fb16de7751eb0a6b7b8b1b00739dca1a5801c4136404e6bc2af8346122f000c7 9eb4fd59e57744d55a300f4909f30b45c746cdb945cb10ecc82f0573614cebdc VERIFIED 7.383 0.235
129601 c4a0d29b756b110d5d44cd62f078c1491a0d5adb1871d6d064b10e1e6d1e3232 7bda49a9643bba03d42e7d41ff1e51966589591287705f6446376f4ff65b5c41 VERIFIED 8.338 0.255
129602 98b5550194e4235fc0d98a27affce2550589ee941d8b155353d35b0edee8ff3e 9e0329ac8e5b268653301e792847652cf3524aab370acbfff0c9d9afeb141cf8 VERIFIED 8.358 0.259
129603 e2033fe920a68bba3d0fb0685c010d1be69f8bef7fa3567536cfa6bfea0dcebd 27d236aeac682bc3145da5c55568b055ecc8713ab12e049b8f7423f14ef5a4b8 VERIFIED 5.794 0.173
129604 ab14f49a74009fd867dae5c348ebd8856f5825bb6aa2377d1b0bd1d5c8859bb5 e40ed6473e3d4eae0c4548ea72cd603ae03847bd011977164ac0a9e2f84f48b7 VERIFIED 6.951 0.210
129605 613da403fffa3c96b7c8a149b1aca0ad9abd972e2481704e5702d3df73f431a6 269962276960a4e95d3edaa40faea94ff948ea60e5a4c204399d77d3a1f0c238 VERIFIED 10.061 0.306
129606 8f8a11c73eb22c487ca79b0eeb00c89be964fc43fc088814c355cf75ac11c7a8 385dbfb6db94f3720463fca6cfbb6f0d60020c2276ef1c6588a45fd30e41c610 VERIFIED 8.252 0.258
129607 cc875f488b6c520efa7695f70cf9c1199c2768bed31d17053661846a609ee511 c744f009156dfbd1479af9bdffdea0294bc383ab259c87c478b7d7e0c5114018 VERIFIED 4.478 0.137
129608 823dae5c651f2e00b082986fa2e1d5803021dc451a0961766221b52b9b4aa891 9bead8af7e658d6a5fccdc4b124d8e020ffa6bcd1f0e6fc7ea686f6d69977a00 VERIFIED 7.266 0.230
129609 b0c83170519d23bf39fd7240a6e2673d8051bdeb4835514447699ce6c845505b a58751bcb61ec2e45b3a5b79d48d528f6f639275e553f9a3bd4a1079e546261c VERIFIED 5.900 0.180
129610 020d6c965319b247c55dc0716b1393d88f78c81fa3aea833aca910d57f89f1d9 15e1e9958a37caa42a28f6b2e2110a524e5c8b94c018eddd492a2c5f8dd3c6e5 VERIFIED 3.115 0.104
129611 e52e903672801af5af1707d006b19d4b8ee666ae0388588e557e1c9c519708e0 06367df2d797e8a40dfe7d920223aed6c32465925524966686757f1ce8c7878e VERIFIED 5.491 0.170
129612 67b2782ffd9108a45bfe6b7ae3506cc6639b11c3a18d7775bceb863a646a83a0 60104ef3e915ebd1ac5537ebfb56c76e37f86ee31cd71415b8c5a9a43d67f8bd VERIFIED 6.010 0.193
129613 7c4ac863190db4a295ff1e4313f3c85104a0e9196d7496db2cdb786a6cee612d 25dae42f29c39ffbd402b62d0a0a9ce387d6f4bf89c212dca0a24685a5582c68 VERIFIED 6.887 0.231
