# cubes [270200,270400) base=[0, 1, 2, 5, 6, 3]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
270200 93affbdb9399a095e77132d3b3824309d0b314b146aa3facfc4325977ec43de5 20aad23a89befc0083b7031683958c6599c874dcf3e7aaf89e15f608727c8492 VERIFIED 1.099 0.041
270201 d88fd06e96a3f8d00c8eadc8bf7ece890622c67f1a973d3502f60bbf0786a91e 522f2a9b819b46e1fe25226c740e4097595db224c1f955307ea812321b1872f3 VERIFIED 1.711 0.066
270202 93064cb37fc34b18f83fbb535812e3a970fd38a887fabb08f800765594483557 3f634094305ba1f6ccda59ec63804c7522080e093b3f61d7ff3164649521aa49 VERIFIED 5.566 0.184
270203 84923eec5223ea32f4594dc5ae762c19ce12c81c2bf90fcd6ac7284080d8fbdc 729ca36275ee1161a6448647f35741e5198cd2b0949b54a63bdb28f17f35be75 VERIFIED 2.236 0.076
270204 fe3ab67542065e3aec1f9c8e80b8867ec189e02854b870eb69e8b83ff02ce006 c6ad359d3298150aef4f838f4d456aed7038b3a1ac3c81e22e82f465197ecb08 VERIFIED 7.190 0.225
270205 f697097d929299fc0cf78a7dc77ebad31077420715381fb0564cbcae9356352d 0aaefcb5b6d3b7ddcc313ec9ffd1ee0f314c0b505756d1701fe65abeea562b81 VERIFIED 3.740 0.111
270206 707c23ae589cc3b2dc1c040a6d74827109e8fd842fe6d3bf6f2c4ff041c9b923 28ac37d3e138cc8542ecc396d2da14b37aa6b5d1241c4d544252967ebc314036 VERIFIED 4.932 0.164
270207 bf8f33bad92e06052d1f109ae53f07ea0e1715b715477e847a9c0ae0281689a4 392783b86ca29e70f4b074ef1d53e12c9e5531eeb831bed05688689c8895b346 VERIFIED 13.475 0.409
270208 2f9c480fb356f08b791820b17d433114329c44ca0835643ca27bf97c43c0d66e 46cdc8e5f19c1bc37fd440e621f942a5399abafa5523c3c9cb266d0a41c512b9 VERIFIED 6.664 0.205
270209 a97934805ef7fa62611d65ccce286f1d2a29f46cf3bbbf1ab54071ce8429c60d 052a3d6e2da996e2e999c1eb1b1d9aeb6bcfc9498d03f88b12f18ac31668879c VERIFIED 27.125 0.700
