# cubes [257400,257600) base=[0, 1, 2, 5, 6, 3]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
257400 416672c9ec3f4ae7922c45ba345af96be9b1e12fdcb0de76fa55038b7410e672 58d50d3b4d811eb941356b2fec7a7ceab2d8200a3225fe420c4d646732a1481a VERIFIED 5.632 0.163
257401 e3a07d762463327e3a6e848d8fdb50a83d3c530bd6174d564f0ffe75bb4c1735 618ddf80ac1f826c33573dccd032ca56872826c8903d3033ec3e9de94ed8dc94 VERIFIED 5.187 0.155
257402 27d438156c317050252f2571a63edd8a7c0f8b597e1b80715fadbdc79aa0612e 1a1c918e53657f768e7e506f774f280636e24d42c9d720cc51892cf7eab6ac05 VERIFIED 6.317 0.185
257403 bdc41e8172014da55727f1d5097623898857495197c66ce366ff30c542730c43 134e4c2de888012585f0844b8bcebb603f27f52ba31263af3ccf809bae05077d VERIFIED 2.200 0.078
257404 7134c4e3023462962c678c36ca2401618f8d7fa7ce36c2d745e9008798cbe9f2 eab036933298bbc048d90d821d9a895c335655977d1c64961c742841bffbacc6 VERIFIED 4.062 0.131
257405 db8d27e34f8adaa246b3626356f738683148f1b867b5e4fcf5d964ebef84d46d fe76b6a48a44a5d53d53615b31b7a468299b9e7c46292b32d34b4588adae138a VERIFIED 5.431 0.165
257406 d0ce3e433ae5863b57230a693302c751560449d04403704f3d99002dc19748fb f1b9c9f84b8901114fb47f064b6cc09a2897c1cef383d4986857794732511b3a VERIFIED 3.775 0.120
257407 c9bed3f3719de3608a8465914e5c63f1840b44148c05a28c87348e9c1cc14f0d 87abb7553aaf144ddb1448680b117dd6b839de0da336a58c0499f0fccca52821 VERIFIED 14.525 0.381
257408 2a0bfd9a6dc9a4abdfef7d09d24afa409dfc37060f4405eb5a9803c917b97083 0fa993549735aef54ad90de4ea4de589688b76c2f37dccc8d0efd0095b92477c VERIFIED 13.793 0.403
257409 e69f8efa62fb39b128fac4e7090149a4cac6d69d1093c32569fdff4713493465 284cafbe7b1bd1eb68146f10a809a945dacc539c4089c3a833fc74d871d7e9f0 VERIFIED 1.160 0.048
