# cubes [42200,42400) base=[0, 1, 2, 5, 6, 3]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
42200 1f59dd51146806be544758758c9e31c4d82e5ff69b979caa0d7996c29268198e 3d504844aba2803c58310c09869e2c1db229bb877a32566729b9ab24e1409e75 VERIFIED 0.869 0.037
42201 99e2e9fea95f16312150a894e666d18aab8fb4366481cc774401b6ac8d0e05bd 02be7484e4deffbee139e30896ad7acf5f4e22b1d902ecd6e53b336c71da34b5 VERIFIED 4.125 0.134
42202 c39ce067dcd0f1a31e795b328f25cae31045539286339b5520107420cd652c1c 511e24cf06e3122c58d7351d6512459796cfea8fb8d4bf62a9ca591bb843cbc1 VERIFIED 0.807 0.036
42203 3bed551eeea71e1f2a9f4ad00b206ba39b1336a97d535b132df4ce4bfdf2e745 454df2be5875fd21c0482760e683d3be56e20d139bd914e60b41e29c3081c052 VERIFIED 2.433 0.089
42204 7508f8ffb1fb149dbd4d293689cc302b00d38686c4586f7d23bccc7d75aa785d b9a86a8b226ce0dc60098406fe28c694dcb5fc97e7bac91612a8159f00cf51aa VERIFIED 2.778 0.096
42205 f682d004a46305398e08f803b7c75c1a28391aa719dbc3872521be541aac5f04 aff745b16b97e9c9527c2c2d6bf2013f75d1dbdfaf76d55ae9717a2060bf787b VERIFIED 0.021 0.005
42206 996dfce228b9cb1b857dacde9a6cea64f74ace918f38db5d6bf20e7a8ce254f2 a0388d55c7357ddba63f35540496990d18deeda045309ba89f3b74509c5a94e3 VERIFIED 0.188 0.014
42207 cb07171f3eb8a992a283f3377906bd59de458f889d0a0e1e1d4ee869ef54e69e 31abcc247e0b67de6d561f05692f1dee20884ba50799e3fe3bf3134d3d47c8d4 VERIFIED 1.115 0.046
42208 21bedce327982923cf43c740a17a29e539f89a189f754022d60feb6ad0569f66 30846722631b50d90bcb5267b11aa5f8baa8f388ba7373ce2cb23d1635f56f37 VERIFIED 3.115 0.108
42209 25fe409795a95eae5f7793cc9c0caed48886c28b73c2eeed1f9343a79d3baf18 93284ba3193b6cf0bc52397c5fdfe37012cfe97e47818e59ceaab775043259e6 VERIFIED 0.295 0.017
42210 4c55c0aebc411580e6a640ace9ad99aa5a0efcb29a3061c30cd4924b873d5d90 41b6e779ac6fc4be58bb51b795f046a6a2ea78039a6d035ba4179f498511dea4 VERIFIED 4.071 0.131
42211 49f5955f85fd9e62288714eb1a10664c7ac8330a57b2502f331114bf46d68e66 f802e1de4fdc4b0abcc31331f26cc079c027a8846a474765775e535af80cff00 VERIFIED 0.028 0.007
42212 c341958edcc0c98a0388eca591fad6607e0c9e0b471c548e51ae4a4b396b30a3 40ecb15c8f7d7a8c62a8ade2aa847ce9a828e53c07b229714de26e45f978e357 VERIFIED 0.496 0.030
42213 9f0d18ca16e0776489a2ce9e9dcef1a9f24a7d5b07dccebdb550f869eb53b64a c1b39bb6e58352b42bc488a460e989e04999cd858e13659ddf532ced683717c5 VERIFIED 1.237 0.058
42214 5c2a25086665975d1b52f3d9fea593b31f705355d24714118bc7089bc57f0068 311835f5ee35cef38ad14cfb14018844b87b484d2e9be49f9b210e35a3b9eff9 VERIFIED 0.195 0.019
42215 61206620eed6c5db075c72155e50e9cc4b2f392446cc880bb4c434a56867a1d5 8dfcf12b1d1b4a165ba7bd33fb36483f82effed2f95a01236af14677e59c5c14 VERIFIED 0.180 0.016
42216 c8ca0dfb5f6a6a9a04eb9afe073235374675c9558f331a2f4376c8dfe0b07726 23d11832f5c805b703965861340fd15e0557a36f67d0032b158ccab310a5391e VERIFIED 0.250 0.018
