# cubes [47800,48000) base=[0, 1, 2, 5, 6, 3]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
47800 0405ab197d99aedd11a4b9074c983914f73be75563c8a61748f31d7b1a7cf14e 9802c300a7f28d24a464f6ae27cfb7954cec8f442b7053f9d7d8945a1d62ea98 VERIFIED 0.222 0.014
47801 54235acfe8dcc33bbf7e92ac292e17171b25fbc10b1269be109fb46ec10aa39a 89a3e329c5799025c392cd19e92701f1c4e31cf361a3b94ca72b05e31922741c VERIFIED 1.050 0.046
47802 9bdcdbc577d12a17e64159f0a760a82ce28e255e299bb98c8b7de6f684075fa0 81b903de3c81f00262dd913d551a6afe343d5a38a8a38cdb796b7ad753902ada VERIFIED 2.665 0.092
47803 c8d83d86c68b1ea2089d5bc4a9d14d0b34142ed4bb75bbbac8db7c0d99280f43 c45fabe083bf9d78904fe248e07a0d414a59322bff3859f535c00e7745731a79 VERIFIED 2.894 0.100
47804 4aa955a09c37c11546c4bc40b1ed0bf32c70f76d7cb9beb6a85eb6f492b4f993 2b9a4000b92411924c0bb3e3d12b365ffb5624d96efa50bb5a5a89edf3dc4333 VERIFIED 2.870 0.098
47805 cace2acd2b10facb2e36070b28e3c83b47c50eefe43bbf84d5f99360dffc4a74 a17dcb7e34976757d85ce24530d1f4af2c13d1cf0e1463af56191ade450e6d7c VERIFIED 2.066 0.079
47806 16a12406a1cc28cc9cc290fc7855712ce394f10e015dc26ff8154ee0e854abf2 cbc6f8b2aa076b2771d118910c29a977598a799262aed331c1b49f93b1176ece VERIFIED 3.497 0.118
47807 3847e896f124404caa94e1b6314a0f0c4b8dc045c8066101926d0dd2bd182c3f 0bdfe1573416580ac12abf52a3a6969e089a9e7d93f5b4c8e5639a2346c1319f VERIFIED 7.877 0.262
47808 2cdee5f4c10c548a16ad4bbfa2a427f48608576cdd7fd0bbade15b34a8a4711c 4d16c7e512f242cdbcd509cbf388e056857ad2fc698fca82021504c9b39d45e0 VERIFIED 4.187 0.127
47809 c68bb94fd87fbd691c2dee18a68e3b7b00d68260dbd203826b76639c0d269b4c ba142012d2db2b2e13812dc956cce6322ed6e63659265630e3422ac6536e1110 VERIFIED 5.411 0.167
47810 eaa292a88cfdc6d7fd14bae26aab5df49ded441f6d4f385d6a715753290cb452 d1e9b1695b8d7084780962312fcdb13d6dfc2f4a6c29bf3bd54978c9a3c716b3 VERIFIED 5.000 0.145
47811 59d16eff2b2a02721117ddde9706ed6c1bcb40afcac1037bf0958865d5ab7d07 1b6cf6beff776729f2d4f60fb99448351d37a5ab00e80a1a63244d6d2db817e2 VERIFIED 6.868 0.232
47812 06cfa5eca49367cefeffaef3dab382776565e287f26598b42f51a293c4e173a3 1de8a75fe2a69beae4c8cb4345246ba3b079481aedb22b2ddd09232d0275fd4c VERIFIED 7.021 0.209
47813 19630a807d8d6832174fc439e368dc2d7364a8162c800fb734f861be8bed2fd9 a5dfbde163a75000f431338b57450ecf1fd40106a9abaa91bc3f0a8fcf6e96d1 VERIFIED 12.010 0.366
47814 b374756f24231fb7aba04677864070132f6cb139c8da457f8fa14ec059cb13bc 529e7190399160aca37f475e7426e0c5cf01dd0a8d972d68c2b28474e8329eb3 VERIFIED 4.246 0.138
47815 e6080e22fd95f8d1722ab8a4a16bdc43a8c554e3c862d196d636cdfff31b9acf ea602fb9025369ad4888c84d4772eafbd60c12a3391f4c727d8fe60b907dcd2e VERIFIED 0.221 0.014
47816 5b573d407f1f9eea562887f3a021204d66acdec8ecb34b89481f976fd58f3a8b d31b8fb4a306363bb9c9e1328e3c084712317ac170e81d5df3d3bfd63648a246 VERIFIED 1.059 0.044
47817 01cdd58ea433e4a2196977536be9d9ef56ac814026cc0fde67f79df2991b820a 9c47b363ad504e24561cb5a3a4cec60e76878baf17e52804c4348eba7a864387 VERIFIED 1.132 0.055
47818 381f075b873cb41ea27931e13e3b71ddc1e46f58439bd070acabd7f85dd78303 f7a14c615f81e89aae8d0b189707d5a482bca229a6c310c87bbf813366aef142 VERIFIED 2.656 0.097
47819 44d2ce7f4a176102ab32cf99bc7d8648805c6690212eb63821cb3a9d9a2814db 58ec253d1d9b691fac639050c5e8dc3156cc834caa9eef9055cb6e7b8b322c5f VERIFIED 3.943 0.130
47820 15119f84916321526c3a86505f9da8b5d9692425766385f81020e015426ed919 16563ce9482c3bb2778aa656c13572864b6baef8139889e633b97c92b8d443c2 VERIFIED 4.895 0.155
47821 a3773d9cf2edd331a4cee17b16b0676cafbb7b314216c40e8a0dcea8947489ab ab7d9802cd530270dd3cca695937ed6cfc63b4e832724b625cdc7ca0ef74808a VERIFIED 15.642 0.451
47822 b5e89925b2d81b623ca4d345880e86648e918fd30e242343fcde3ea3483cd8dd 0685317716f3a4ec7d5dc440f179c7ab47d19cb1ae537952e6b2f47907968662 VERIFIED 4.081 0.128
47823 7b5357f723b4349266a803bd3716966a07190e3a6bc7f296e63a25d195c53edd ae683aa1095cfa3f64adcad0642bb9f07a29c6411c2452059f4d49b4ffa4b101 VERIFIED 5.859 0.181
47824 cbfd53cf0b582e6d0019cd2ee9644028c0d17818c1248845aa312f556eccd5a3 a358549d4713124540c6b507cbdf4987a91a3577ddf4f22ba50b8e31b6d46e15 VERIFIED 7.918 0.257
47825 e69f8de5f6c292311b07bf6cb62ec3d82baa2f829a721fd8c89c72cf7b1eb128 11015b1d8c12378e1b49a5ced17f0f0bdc6e1d51af1040dd972a2e7966252c28 VERIFIED 6.684 0.221
47826 c96fabd67ac67ff3e33c48b4435f8dff64af4b65304bcce387e1111f92662db5 11f32ad383665fe04927c09162f226f2081eaf4ea2904d6616a98216342d0b43 VERIFIED 0.161 0.017
47827 c4d92952c82be50c5c0d259a8ad6956bd40aaea100ee39ccf0d93e653640a596 f55aa4b3cbc4c3e97de379ee88fc157889ca9c620959782077e5ba1c8327d64e VERIFIED 0.720 0.039
