# cubes [75400,75600) base=[0, 1, 2, 5, 6, 3]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
75400 0453da4a2fe907e74b020edaa2c12759a4332ce171d24162cdf1ab9a729533e8 78175f52325cb29b156dd4c082d685c053fe706944e1da7fd6211eda370a216e VERIFIED 0.795 0.035
75401 71377b7598b2f9bc69c4cd080be2bd1f874513f7362ddbaf5298fd3c922531ee 29dd68ffc05fdbe8fef6e44f1257de10c88f199c54949b1449270bc676c394ba VERIFIED 0.173 0.016
75402 009817b1dafb6eba4867cb5c29d82f96dc281219e49b32ca191d5b4f216cac33 b02cb21f12a07c947e482ab6b8f59d356ab1b024b5027685a274e9147e8d3aa5 VERIFIED 0.220 0.013
75403 682b65e0bc3252a144fcd80ba75b58c21f45d21053419934a70696d23c6c5305 5d9ce69520f746e5e8e76135427d8c6f3826173b546da4fbba22025f19ef7c70 VERIFIED 1.212 0.048
75404 8863f87ef127ecbac86478b6a605087f02234286bd51bc2f1800de009604a300 be3a5dcc50b911183630152ad87c634d9039ffec43abe51e2ca455cfcba5f13c VERIFIED 0.225 0.019
75405 1c4eb7360c54e43605d4535d270757f7cb482a371b68e399adac62235fa98515 d52178aaa87a9164cc1b36593f3f781c96cdb3b0f31ab3234ae54fdf1551e63b VERIFIED 0.763 0.036
75406 83e17ef16cc28c64e754badfde01fb126b6fd3613c10b62606f4a807dbf67021 48bdc6e32c184e55e6a1cb851d8a11d221ef4a9a5fe5b7540451e7944090f072 VERIFIED 1.000 0.042
75407 4437b59a3dc79ce85e347559aaf7f981e22cc933a2dc03f85a52bed7ab76cb73 664d1d54b7a7268944d26c5953a0d2fa16ba0cc6ca8fafa2a79ce4b0cb8b430b VERIFIED 0.097 0.013
75408 b6d64090e6381bfb0867b3d156ea4fbb605157269bd47477b46e18be68cc58bc 882b1c519d8633b45ae4834793a3633f0f4d394108a932c7f096d5957603e051 VERIFIED 0.189 0.016
75409 39bf0a5c43a8d8fd1b59e0469c4f54338032aa7ab57120e4fc2e6d203c1e9418 b445af7c1c797f001f50cb4a0e120bf330a0530b03e0f4db890190c3b89c61f4 VERIFIED 0.266 0.020
75410 2b0b64c82ccb8d3e316f3c4a86af967776e7648581934523ca3215e72cac9f89 dc9b69141afb83d0dc8ff9de0bf5f90f5b2bc22b96fe3539566ac162462c0e2c VERIFIED 0.439 0.029
75411 6ea70b990ef80f363233584956f9505ebf14ffed00b36f2b1d5d82a9994b4435 3f8659195347a8a17b35fec2143dd15b519b07f42769202b218871663912a772 VERIFIED 2.941 0.103
75412 ef460c68e0b2e615086db6d4a5c169427e7d562de7f21f49967f094f4fa4d5a6 8ecd5eb48d8c085dc423039f46ce4569696e205b46f1a87daf796086573d0835 VERIFIED 2.614 0.088
75413 bbbef41e62c93da0b8e5bca72ad69c05809247e18357b607b51d25cf00f74899 1e8c22244a086d55b7894a6ac7d6860ae2596a13b30c3a6c801be6dd5b364ce1 VERIFIED 3.817 0.129
75414 042c1cbbb48baf366e2d63c5ecb023e40977a0bdfa4df6b75183aa065171c4b0 da206cf91f7f249b73729651e35fc1671e6dd72daf30746907f0abdd9961095e VERIFIED 2.886 0.100
75415 ab379ac9736e3d3e82ac6873bc5fcfe9025e4788054803e1473807533060ea52 d97ac2b91b7233298a3077006581f2d42d9cd11782c67452746d933a99e2279b VERIFIED 0.680 0.036
75416 8795d26f4827dabc56c64bbe5b300dcd8a475ed87ef784bd2d3bf5c2fe86a976 38d09c7d2180c3daf23981dcd8d12a18c423f98c818263a11bf726b836ec68f4 VERIFIED 1.257 0.057
75417 e896c71b53d95ff6ebc05472f24fba1135c45471dba68a9ca763b7d37407196c f0dafbc9cacd6cfe798a0958965ed7c5948f9cd4e50b41fa902c3e53e12f5ec4 VERIFIED 4.191 0.121
75418 29bf264c8a4e975d6547ca04ec02afc2e43907c3324acff2fa4cb50780cc04fe da6f7918461a9a54fecbe89d66cfb87c1f601e064b85895c241941d3f9c49e38 VERIFIED 6.086 0.177
75419 d014123c0ea946172dfa359b809cb1a58f82cd6ab6ddc31df48e4e1db7d6edb6 c36b885d37d631e307d12b137ec6a6c66a01f036b4b5aa9ba3b55debce022d7b VERIFIED 0.595 0.028
75420 b98640988dd9e001cfde841e01222a523dca29ed457bce1c708132b87f313ff2 e020be52430d7fdc9d429d43826fcd16a30ca08d748693c366294114f29d841b VERIFIED 0.978 0.038
75421 e9bf2c8e24f283a21c4905e6448ffc10a4953339ffe0807c69b141f7dfc79886 c970c81a509f7a53cdd714ae742aa70712fcd9a58463f132613238304c8a08fc VERIFIED 0.812 0.036
75422 5513e43e074270ae58761f593375e88c218ddda3b2f4baf3fff9cf7ae37654d5 fde078cca07ff8977231c19202b882f7fc5fa6d26bc284d19f95bb3e5b19a1db VERIFIED 1.902 0.071
75423 8fda0b703fa837e190a8da7866e47aa46151331d434fe77330f0bfed091487b4 56d92fc862178547c0787ede3cda44c7d7007e4c23cc9d12a26beebbd1099099 VERIFIED 0.248 0.020
75424 2331de726d907c790161ee1c528606dca252e5e01c7387227d39fa354218af15 b35ace783771cb81bb476c96cd28e43dd8ecf84425fe0003cb3a45bfa721060d VERIFIED 1.030 0.042
75425 57038a5329194783cf844e0e4b146a3dc04a0a07e253efbc223af9ab6a788ada b91d7c6cfb6a438646b89cfd368ecf4c0280de399cf60242c4ffdfa026eeaeee VERIFIED 0.412 0.025
75426 10401c15b08fb524530e522f695ca044b890c5bd2758638ed2ca94eba3aed7a0 554a58654fa593a12e1d5c88acef516a853034c11d7a3d1781fd1a4ad06dd050 VERIFIED 0.660 0.026
75427 03c81a49a1a2b53538187b18a2ff2c9775dc798135e04d2c71baf8197d53b809 427c75d0226a64c0c9abfb8595bd9b864bb571423e88851a00c8c0b0587be06f VERIFIED 1.187 0.055
75428 1afe1b6594e982cf32a2f4f8253591f25ec162a8343f6dd9b9ec96316fba0c7e 0c39a8f8de13c7ef757b83a2aa5727adf93a2be23d902690a3ab33ed45dca987 VERIFIED 0.742 0.038
75429 dae25deda7297629d1ebd3054e0a32b78438b48f7fb48049c844ac1f1ceef292 6e177647f47ed9ad082a02df6c43690df6bcf1c48c2aff2d4d3a041758f705df VERIFIED 0.818 0.038
75430 c0b78bebf62a947e4854e09776f989d6b3109b1dbdff35cbdc30b9c356ef53b6 73677492e538425e58e1302cc744565cf09cb98dc67dcb8ec26c17de480f2ab8 VERIFIED 0.289 0.021
75431 93d0322234999a7c00a851dc48e64c5539b44f42311c9e7f4e2ef5ca5b89927e dccd75ac4ba8bc0ebd1dd2c0c6373e0e4926263dc6e18d295e04b5d6291d363d VERIFIED 1.295 0.052
75432 639c0f20ad384d22ac5c4abc699642110b3989533cb2488c1d8d90a727cfe57b 418695a1407651b0ad64b8224aa7633d6fd8815eacb9772590792c1aa3044c3b VERIFIED 0.514 0.029
75433 19cd48b04d1a01d98b717ffed6978cf184f8c51b975b9ff3322c3bb81a15d915 f3df25e56afba1f660e323b7996da7c5103e6d75d98d25f07f0d3b19f4d06a66 VERIFIED 1.219 0.049
75434 97e13ee84d71e1e1510d722b9581d88241f424469dcc97af4195691502fc4cfe c2965c35892757c518487aee4660add06cda060c35c61e5829774daafc360886 VERIFIED 0.915 0.037
75435 0e2facc5ba2193f5b2eb00fb3f92ac6138a8acda6e651172c2b9d02e0fba3d77 c0bc10273c4796c7fd8afa16f8ba5cef3e20f7be7b5b1a69b53923e1ac17a0a2 VERIFIED 1.157 0.050
75436 d745d182c8191610e292f7a8758dfc0460a813df6a349406230c36c4b37a6f05 07c97a8bfac467fd84d42d0292cea8eed8be944f6e8917424586dbcbc5ca0feb VERIFIED 1.306 0.066
75437 502bc1dcbdeb4c8d870674ba50190760e9659288c412eeafbe9ae722c0df90d5 da4d93a17bc734ad41f345af40d4e208ca6351b5dfa70a5c051f67076c170cd4 VERIFIED 3.928 0.118
