# cubes [107400,107600) base=[0, 1, 2, 5, 6, 3]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
107400 f95df7ce249433d4c43815ba912fcb071cd194d79bb558c822af7adee31f9e13 b9f9d7a21963490b3e2ccf3b47db73a563ef358aa305e11d7f36004f5550345d VERIFIED 0.928 0.043
107401 05fb728969b87c5a9eec8d66444b7a7fe3eb2b921ece98c4b0c53a7fc24a44d8 d2a7700fa67f06f1ed35bd670bcaa1ba0bc3ed733fd950829d2a55ddead459f1 VERIFIED 0.284 0.021
107402 7de32a4d257dd28a726edc3a3349c7f8ea6f9ccb7e4633aef7a3d1076a1d8a42 6a480d50be02a71be1de192dab015c3e74b1d5e4c8d62662a3567600ad11af0a VERIFIED 0.889 0.042
107403 0f9913ff0fc2c9025ceef0d530f19db776884aef5ade5c243f17de1128bb91d2 dca1cc78b1f4562e5ba49fcb7627e3bec4d29d3e96b2d29e8c289d415a52831e VERIFIED 1.108 0.050
107404 cb540e1e5d907ad5e60f82392f62175935b240dc2bb77ee3a5deecd4e7f8486c 993dee060d9d8fc7cfb131a14eb2ee5d3c019a635f315d06a1b4c75944251f32 VERIFIED 2.930 0.108
107405 2962a7439a66929c1fef02e9985fa404918b4141c19c6fc09c4917aad785e105 bd3b4395582dc1525d54c309c8327a4558abc900c02651efe8bc66714deee9b7 VERIFIED 0.877 0.042
107406 048bd90318c6258ff0d270743e142ab3a87db4080c9cfba924373ade764c566a ac03f52d13a516a1c5c18350348fae174d18026e68703439b7f83140d8df3751 VERIFIED 3.740 0.135
107407 31b6c1940807218e44ac4a39bcc3722e19f0ab526a6688cee37838aeec25b956 d31952d560e2187ea0ade8aafaa21edbbd5f992972f507e37cba05bede5d8441 VERIFIED 0.119 0.014
107408 ecaf22dae7dd79141bf7a5244aed4fffd7b01c776653d0851ecb95e915a472fc 42b167de2bbf34a504a5d273ea6ece31f08794c1e60370e43e8be8c6921d291b VERIFIED 0.194 0.016
107409 3bfb720928ef674dcd838ba393de8803166c952da3482efb8fb0ec4619ec7be7 540503f40c44b126276cf6bf84587880235c5972f133fed93ede661deb601fdf VERIFIED 0.945 0.037
107410 5829849205fe6f49f998c550abef6aaf1e06299d156f3fcafa6b1755ab6ee7e5 3d8925ddfac012bb5c7541e3e59c760c36e430819a1270385bc7275351cd7646 VERIFIED 0.815 0.038
107411 8f8b6a5fd9b038291615e31a9ecccb9cd0bc6e47999a6a19c084a126c839b32f cdf7c990d8fe3a0e41368022a6e2a4f11e68d0a71b64b18800241dc2d0c4908e VERIFIED 1.070 0.042
107412 6fa7b28995769262313a75331593f5b30ac450a0029294f228cfad733fcb7cbd 48cfc287a72dfe1046a6ae89dd171db22ccd396905e0749850e06d1b15135a25 VERIFIED 1.241 0.056
107413 e43de4c933ce5d30891c306c6ce455bee7a57fc4734e42c2e753c79f6f0e721f 32a3325845574d2b874e7ae66bdbfb439b22e40f6249704a0dc645ef66354eda VERIFIED 0.266 0.017
107414 87d9703829145e07f55df2e87f22c565cc34e6342e64a61b5bf7cd4875518e2e f5c9f090f2031975be469c4b33bd61b545b66d29faa9884dbf7282d2863bbcb0 VERIFIED 0.550 0.036
107415 083fb4278f7af054bb14454a6d0249173fc1d73735f9eef18ef73ef2d5425313 b98062d9cfc923b4ddff4f1158efc4ff13042964434692d1e2f42cb65bf421bc VERIFIED 0.810 0.037
107416 e06c2c6abeca7ede62382fb9a12c76b7a543fdf79e657bb90bad00c528d97f3f 44d41c9cfd38d52371aa659bc77564e5ceb1c85d0945c55de84da5a7fb030787 VERIFIED 0.776 0.032
107417 bbe5bcb188b94612e9a3d3190e4d7d870980e1028a696c596746dc996afb3351 61fce600618f2811185f6b71dcfaaa29a35975c142c61b14e56a845b1dffbb0d VERIFIED 0.850 0.033
107418 dbf68c4daeb3a35ac9ae1e83fe86019ecb5b3697e0fba80ab92a5c5a4ed7c718 c93b6f87077394ec1ee408a374a56a5672253207cd37202032bfab8b38db1404 VERIFIED 0.901 0.042
107419 bbe1337e8ed8c42701add827710bcd2458e6fa9384170bb134bc4ce7d4e4efbe 9bcb19909c6a051c60a46147bf29975a07bab1ccd940005ec286490519c2b03f VERIFIED 0.015 0.005
107420 46834d90edf989bbd108287c27abf56bf0948559daaecc20773d9a6099a60059 397c047915bdd963145c928ac51ff75baf9113fbf1e3f68a4ef83375116ba2d9 VERIFIED 0.022 0.009
107421 ea164e4a2a9db996fc0c7706bdea3f27296613bf8a660a37e3ebd9e4cd184db1 e17d9de401a085286c71bdf9d38500753d4dd3defb67603235c80b069ff6197f VERIFIED 1.013 0.046
107422 c39b25d270f8ec25dc7f0a13aab3a01b7482ba91c424375651725e726423c4da 782d7ab09873f94fdda0288a8ef1bb1cdd4626df5cc7105b1364aaac561dd9ab VERIFIED 0.072 0.007
107423 828b001f360623b2be88f3cd4a072040ee3a64c8f65371d6c175dfbb65ce66a0 8484c2d04ec32c3a63a852c578f2b60a48a65799d4c2dcf07ee2eab9a3c629d8 VERIFIED 0.139 0.010
107424 085a6c3cea49bc56f8e21b043a28fc7c9ad6dfd85b3c0bcf45b69bc09fc7729b 7bb717eb9b049261c68475f6e89faba95cd7f1fa1882daf43129b42e6052857b VERIFIED 0.745 0.036
107425 2102027de541464953898dc2a2261dae9356a745c30e17d214f7ff37a167162e 3a29542e8685782f247d1c52d1365cd585b718fd9133e3d5a74da0b34763928f VERIFIED 0.118 0.012
107426 5df667e783a1fa15f1cf7782d0224b059b1daf3736b6ead7db9eb7024ed1aa1c 6d357ff9d2139c63addd1b90bfb5b0a5f3a344fa48d72d941410c5d2b6c68df3 VERIFIED 0.210 0.020
107427 559b364f181ed9c7d0f7deba9d2b3ddbbc04364b1c04e17978a81aa9bd402a12 a2f2e499273cf58d40652dea5e64504023d149a8f34d3c5959d7889de896d9e3 VERIFIED 3.204 0.108
107428 ec0204f3b15192abab7e51d8ac039005ca6fc6ac40d5aa314acd416fcdde07b2 f9127b8d382315286054429f7bf20de3a032554ca8bef2186c3204ba79784093 VERIFIED 0.373 0.025
107429 853a3656d21db234e24654b5aa3a99ab9a98ea3010afa10027763f104f4a68f9 ee00342bfdbba28bda8d2ba39f9d711b450d928f4f40d13fe9b05966a3c7d58e VERIFIED 0.633 0.028
107430 2e17484c34049a526d02218dd43f96afca91cd126fc510d2fb4b0146e8b19cbc 2788d6861fac82c75da7bd2e3c8fe93bf396e96aee33eafa1b04931c99207aa6 VERIFIED 5.346 0.157
107431 a3b65450e7d38645a9334e6dfb3638f0c0ae8e8f171249a1e877cd953627487b 4a252d6eaf55d6d5b7768e216f28311de51e78ce0f57bfaf3fc9aaf20e6cf75b VERIFIED 0.117 0.010
107432 e8847440226883213612e58987b32611ce961e45c48b80ed6cdb8dac1d94ef75 737a9879334127191a4b8baba5f6c0e0ba3e9d801bb680b60db896b4d95b0363 VERIFIED 0.690 0.037
107433 524a448a12e28389807dffd8a345d67487ca7598c1420d5a70c4de6b6f1f66a7 c05260be9856029e909c72bc5b8a0a9651c83945ab22af47294a750fa2183ddd VERIFIED 5.149 0.162
107434 ca9882076eff140b8d60d76d3d31e4f806129b9e51cab52fbe555b1251b3cda2 66f416d6bd7243d154b57ec21f94097a9ab4da94c5031950b950e4a24e2257dd VERIFIED 0.167 0.015
107435 468c3bf73ef31f8bebae860dcb7186ccb938116386bdc7e2f4d95e6c707c9d66 539d9619f05b488c5f8c7440b886358bd723f54ebc75fdb965e36321c7220ec1 VERIFIED 0.528 0.028
107436 a2bf5b05b5f9d4b5dcc07509466297eabfe71fdf1be71fc2a3ab56b57c64a641 cb4d66d8be81f0abeb3dcb99870593b5f08bd09aa4dca91e94f2c1072dbcfe85 VERIFIED 3.879 0.122
