# cubes [177000,177200) base=[0, 1, 2, 5, 6, 3]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
177000 37b615e270da24fa549f1b894ca6634b4a775c5699c319aea83f3b3a8bde9f7c aa0068899da5f6e5fefc3efd7e9d4177a30f253faf52ac11d90ee2be49c5aa29 VERIFIED 0.317 0.017
177001 10e2cfebcece7624a5dccf14554b74514acb3c0d8d11e52655d66da34c6ceb33 f99507b86b8899eca3f7cfa403372a569d5dd8a147f8f56ea10f8af8d72de19b VERIFIED 1.064 0.052
177002 b4dc10f8e855411b085911c90e0d4d0c51999108898ebe3fb2ea9ec83c9ae329 410fb88a125fb6135f5182f99038251746f854cc9423d86ab6374a9ee1682075 VERIFIED 1.189 0.047
177003 870f9cc91417e9bfc26d6413addbe7745f05b572fb38cd252b49522ed51a2bb4 82dbda429e5354356aca6f6b8673b312a005c3e1468b4047890bafde3c636980 VERIFIED 3.795 0.119
177004 7eabb7e6ddd3e26393bdca6a31fd4ef13435f04b0d721c5530deff246bfc0332 d6a79a3557aa5a6e45a2b60cb1857f9a49bfc998c8cf858b3fbfb4a881d9736e VERIFIED 3.007 0.102
177005 8d8e1da53a6bad5f4a5b264934ac59b1efcab53154a92751153e14a4128a5178 09c5e32014cf8c4c4c1e7d4a2da64e39aeb2963d2e688412b5aee64ebb32cb5c VERIFIED 1.307 0.055
177006 d232c6df6d50a855c3246dd4d00363f70e14bb51f786767ab427048435560def 429527d1547fd29600061ed26a4decee3e170d7f2dd5b5c0e94241b147bd2c09 VERIFIED 3.701 0.122
177007 fda1edd1a0abbf441e88bd320a029d4fbf0d5374a82e4b9155efb6d332f011e6 4dfd349d676c41012bf388d48dcdb00f8b69d0765e8b56ade7e23d23f312caee VERIFIED 1.088 0.039
177008 089c0d675c86bd1151efdc7ea87779219979272c0d75715eae3005c72b493614 f9f4f86e6ae238402fa9653bf51530a1a16182a3eaec23b05f445dce1815b5fc VERIFIED 0.987 0.042
177009 548939543e2db7d314943ec07f801ed734054383cb3a28cd578813d2a3fa3d6c f2119ec7c266e82057531692b82cf0dd749c97d1d924ff634307dfebf694451a VERIFIED 5.449 0.170
177010 37628021e9a6936894c976c7bec820640065ad641fe43ab275170f5186225cc8 f7fa762f89e0a1436c7cf672e136104bf5a3e80a984771483cc9e3aedc642a1b VERIFIED 2.662 0.088
177011 bb8dd17a4fa602007324232dd8a5067a1c9fc5bbfb0745be7ee1c2a3f7585fa7 f3b8217310614852639e6e37f153f09014d7ed1598d21957758804a3076d0ed5 VERIFIED 1.337 0.056
177012 0a0728ac024f86023963ee0b2f425fea9088acf0234ef6c9c4d85160b5ffe99e a529d121a3fabbf086b65e3e70f2233e05dafe916e222764cec439d28049f86b VERIFIED 3.906 0.127
177013 2815e7ee7f80e79236110a94da8fff62e79e8eb1ce23447702ccd85ab5f08263 64dff53523cc4083b68d951372b309073aa82084d587c863781b29a700580664 VERIFIED 1.441 0.059
177014 3c12b28264b53c0b96131f59ebcd147cd536ac938c8e3c432313d3e607087f79 7d7557e483de86b105c0db63d925bf126a0fc376ed121979f7adfce93696b255 VERIFIED 1.289 0.051
177015 2f81a24603f26d5a18973d303bca3ef74970856dac48872b9b4e6f33ed6d3111 be194d7699671359cdd217dc6129fae5b34964a23a5b3063650c233405ec9f7f VERIFIED 3.975 0.117
177016 03d1727f805e8bf0d79491e573fc6ed4aaeb7c960f31b7b88f72ed28b823eccb 7c99bf15478d0a2647d8e721fb116beb82ed44555a2e0704f17cae8470d0ea0e VERIFIED 6.577 0.204
177017 cfcf0e08343ef7d279d81a740b8477a76fb0eaa3fc14f2db3f8cf66e37bd02f8 cb94fc2fb8ceb169ad813e2ada3a2131dcb9b3eed14c787d5cfb70f6e296708f VERIFIED 3.895 0.124
177018 f850ed8c4b8ab7774be90fe88c94bab67852dd72af1933b5db096c7d15c81cda 1b7472359153a9363d7b1e8a41c736e8c4bcf0b2bc0a43ca332ba4e44bc869c7 VERIFIED 5.327 0.156
177019 6ffccad4735576d7e92c8e4712507bb91fd7830aa5d761a363c20d45955c1e11 90e31ded3389d30d4004ad78365324f939d54eae381c2e83a0b3482087328752 VERIFIED 0.058 0.005
177020 afb1d3accf4b7cbe46b47b63cb03da3549cfebb8122bbd3f1a6748e894797670 0f83af0c07105307b3a63def0939e902e236fc926a015f93ec6de62a38f9840f VERIFIED 0.250 0.014
177021 77f4556c4194c6a40b0e0c01eb8d3ed17021222e83026e4c1e6ae5bcb8848ff5 b437edabaa24e74ffddb59b9467d4bdf8b60fd99d5acbdfe4bf14980f1b137c9 VERIFIED 0.403 0.031
177022 ac2be784e6aa78fceb35ee49055282b252f41f97b2bed7f1b6a29967db4c660d 59a5336e258c69fa31d91fddf89522a1d1d031bc7eaa150ece65e2e1809e404a VERIFIED 1.343 0.059
177023 dbc2a98f838748254b31802ef5997e40de05e127079cf8920e3a70c9b60d2a17 21da8b540d7f453a1ffdcef09a30d1d7f55eaf6303b46761afa26afd5f3b84ff VERIFIED 1.660 0.069
177024 7a585a6b058a646e316e2c777c54aa1374a249dad38fa14306babcd756c06ef3 8f6917ccd361a9b8c7551b1d21fb5f7648d09a910a1264f05afc586b6f73e518 VERIFIED 5.261 0.169
177025 e0f6deaddb2f66326b71f6f43586f19d7780a99bdbc02c0d01f91530c9ee3328 9561177e5c28ae211a1c575e84cda9d8639201187cc5f86137b3ecbb42daec87 VERIFIED 0.292 0.015
177026 e7914dfac43f7a96c817e4c60c02468a7cee0bddd6830a7c4a118d239dd1afac 3cd65e073b17d14cf0b8f167697cd344b35c43afe715f5f377aa8472c38b1a8d VERIFIED 0.737 0.036
177027 dbcc91d60ee24e222293061ee4bdcfc644cfb4ec1de373c27156d4c9a5504888 bfd6ba56b627072a12d4c6426f971ef7063572c4bd3bee9b3a13015bcc74df92 VERIFIED 1.046 0.043
177028 dc34c4efc63515e3ac195e2706c8fcdadc9a9a3020f416640f0a1037442d5a02 fba9ab0426891af91c0eacb5a53686a04594858421d8d42d5f8b0e2df63dbe8e VERIFIED 1.541 0.073
177029 6169cf0a7831ea4fb1182e72dd3469c045f53e55241a34911e34abf69badedf8 481aa6bd50488b0765256e46be5f329642a445fff14d28749e636f94391bb67f VERIFIED 0.161 0.012
177030 b2584830451a5e0912f729a984b5a4be27a2de7546f849ec6c7313fa258bfd16 95643eb60954dcc674ba4b0efb3b58f2ac1a22e9da4c24b7c60cebbd999ca3d7 VERIFIED 0.782 0.037
177031 fde968b59fef246b512116788acf4e725c27348bbd3677d17ac733ba23599a62 254e4ef60b7dd8e7bfaa8fdaf53d63b8c7c3127628cc42fbe465c8374b23d3fc VERIFIED 0.248 0.020
177032 b62285c8280b60c8fe88e9ca27e88dff25c0a3ca7299e0a2cc82781c5aaa326f 7ba2abe508449f7eb7305388f0e2a38f0cb4887a0ad5f4090e7d16f073503211 VERIFIED 0.332 0.021
177033 a5c2e9b4d3b25deac63d588b88ca51c6b77a116e1cb869e6cc9270585b1c6bb7 267742d5366a95deb869bae9e2f571f6467c2accce68917cc7489fbdce55212b VERIFIED 1.163 0.053
177034 c2ee355fae64d9be040297928fa8be6055105efc87e721b64f157b41b221c133 60c7f25d168e7d39345a66941e565d2929a6a2767b45d219d66a880fd977f01f VERIFIED 0.244 0.013
177035 1dd9b4728a7b39daa173eabf582184d10bd5087bc115516df941d863795a195d 0f657e7a28b5f737b6f9e916c3d76005d22fc893d647d0a94ca797c2cb265a41 VERIFIED 0.771 0.035
177036 9837beeb4ad6381a85fbd75361b904fbe16291412417d2c389c04c7fe0a7cafb 9ce8cdb3af2afef02134c597758a8bb6d08782f29822721cce21eeda7bcb1110 VERIFIED 1.207 0.054
177037 78469f9f3bed64213cb5938a0e54329ff1e8ece38c725c4cdac1a1d254045526 02fba63d86ac4c72d7d926dcdc391da2363d95174a6aac1afb982315280e11ff VERIFIED 0.681 0.035
177038 1866ce87c90859c406c2e71f7f1bf9136a830e898e98e9ede4c34159d4b12d98 e5e79113fd4e82bd1117de4eb2903cbff77bae79e7e83948552aca15c168f4ec VERIFIED 1.402 0.060
177039 a6248eaee8bb7930c74b0c4eddde1c64b5da94bb4425a15b54f7e6512cc80c64 05ae5259469218db2311a3572b60bc38c445f83a751f4f8ec210d6166f6b5ab6 VERIFIED 1.061 0.046
177040 c48ef055ec3b4eb980f398e1da5e674ad54e2c5048b8ceee42a88f3ac2f1abde 7e4dd4a4052ee5ae72c8f63549d6c39926b36a1f6b30ea219b93e8e4b370b046 VERIFIED 3.887 0.115
177041 428fcb932a53b5fe2eb1f404bee819e1a59f1dd467466ec560d9c6efd87c8e60 51dac6fd211e60a13326d3263cf6aac3439f924a5e553f86ea10e9db562c1319 VERIFIED 1.998 0.078
