# cubes [48600,48800) base=[0, 1, 2, 5, 6, 3]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
48600 3d75509af897a0e70d612f09f95e1ef962414000c80ff6003ae564b4bdc8a14f bdb9fdfcee9a52eb88fc7fcce6fd5600c7600084dc54ea012dbd393da9d40eb0 VERIFIED 0.879 0.037
48601 163f1b268ec942dd625b3364d18cebf49ad6d6fa2f2109e183b1d7c6696407db f8fb4035adcd6b4a3a35a7e7be3798a6785250e7eb8b0f5409d4ea283578297a VERIFIED 0.165 0.011
48602 5920899266c31e35a07976216b6d12469d2f6524cd77293487fcc27321ba70cb 9b36e54ab66df0c673557d66b58af4760f6bce843c1ecbdb2b4032d976771e7b VERIFIED 3.818 0.115
48603 26c9c651578462f7bb419ceb711721d054dee65aaca8ca86cc182e31016b7b3f ecdd817729b5ef6623766250e990076574fb9091a0a5a1848f1048fd3b47f078 VERIFIED 2.413 0.085
48604 167b408aefafcf074ea20b54df660aa7c2d1ca38edf401a018bb01d6a702e58c d4ce52e0d4ce6f9880e1f2f5630bed591f23065c8288afa15b1a7df68669e6b3 VERIFIED 4.034 0.130
48605 afa53d5a36af4480ae90a05e6588665ef7c19a37a4ea007fe2390c7eb32d3e45 ddf76762f3a7c0ba30c870e3078b6e50077d41e462c5eeb3c673ccdedafa6e71 VERIFIED 2.079 0.074
48606 ea01aa8d3b7fe9600ab9781e2eb9625abd6f7bb71a6726a80ededf8a7bb6641f a8347ef8d88579b08ca37151f7ccfbf5d99a4244d855fd1a2f98685923961a6a VERIFIED 4.731 0.144
48607 f9e0f3b03483c246f09ffbfcde6651624c0d49c3f344bc40f16a0b6910cac6bb 2047c6aa6f23a3db6df015b39155e7d68a5d0d1b6ed023b4a3cce2cdb39efa58 VERIFIED 5.753 0.155
48608 802072915393a4a7873704a4de4707d9f907d964745656d17832426fd5b5d3dc 3a6e2b8f4436683631beed071acdf17c40fd8cb4cb1500d9ac9d065620fd835f VERIFIED 3.740 0.112
48609 f6cec5d4a07ff1a60dc752a625a8082d33d7c6a5775915a835fba7f3a3567afd df173a437c3c6376dceb1320df3ed66e5ee1ada14028feabed905e293fcc5184 VERIFIED 6.629 0.202
48610 d378d7b84f8c15799ab020bdd6d5e5486d79e4bbd44b1bdd69af6a53bca96127 75a0138f4c28cf817463b8796e8e6b4f8e69ad21f5af6ad94d3b619d27b73820 VERIFIED 23.303 0.537
48611 ff308fe251765239cb99848d619217ba2d4903bf775ab13825d1d86fd97e00a4 4cbb6aa1ad45b890df4358d222c0c5dfa49c360718c219485149aa53d8712100 VERIFIED 5.557 0.164
48612 10a676fcebecc4a9ac127aabdd600a854fc8cb77de3f470d1fb395ba7bb519cb adf2366d6a71e291a5b4e99afb84d2e5567e26e26331021efab150f7cfaa1895 VERIFIED 3.182 0.109
48613 95a8312beb3ce6ae7b8a6cf806016363566c0dfd8241b659df6cdccc5693c641 0171cfd964f2c11257cbd8b1d0858ad4330bb0dade256c85da9ea585fcc4179d VERIFIED 17.620 0.474
48614 7ff3c05fe13e2e82f6503e1c0b8e62cbde903e53b938cf8ea0a72c8b17d184b3 fd60db6bd9164ffa67f82a053eb2bdb3f413e2ca9523a314e990bd6a2c57a76b VERIFIED 3.642 0.120
48615 a3f744b87b74af4e9bb51dec5e240c9a3477fa406ce94aef601c6c6af4d73f25 f3b6e6c9d7a7fcbd96ad9906ced9f2ed6d36810446034cc613a64a584330802c VERIFIED 8.992 0.305
48616 0548ad9350f248d4036c43ff17d3086407c1d9b2c0bffb6ee82db7c635f66e69 2f872f0e81a133c3d3c325960049db8f77ac73696d174aad735fba3d74238b7f VERIFIED 0.569 0.025
48617 57e761ed02bf744dbe634590f7f586265ebd675fa9758d311d2d067c303a7405 d5616b942874ffdb2b69af9bc6ba588cd7ba7fadb78da781a23dc9dd9d373aed VERIFIED 4.441 0.139
48618 ff04dbed8db1a69951110e5f0173782cbbc23a9da76da66be54b41c2298904be 3e1bcf4fd36c16be32723d654e7672a687f0182dcb73d1530e4c4f432136ab85 VERIFIED 4.339 0.127
48619 2e90bdaa63287cfe3b8a98f166609ec4e93edb053eaf8e13c419f1141e5140e1 c23250dee0f6bf79ab008d1b9c5ede8a1d990e7240db4f69065dde23395b431c VERIFIED 6.322 0.201
48620 2a32bf2020dc4f8a6882a035112eed25b446e155b55b2406bd9896012ffc9228 79fbbd039e312b6c5d323b71bb57d61d1a03c2600763bb529cb10fd04fd66458 VERIFIED 1.927 0.088
48621 464d3fcccb71a4c00cae321ac6d595e0c6e227878c06033dda3e3a4945f781f1 4ca7aaf9e1c029a3dcfb6d74f948ec7890123ef8c985c6ad2e8e0abde5c5646d VERIFIED 6.333 0.198
48622 52bccda69123befe8c33974a901cbff94aa18886e08c419a82bf4ba4b0d3b697 4faaea63a83a177e00fea045582ca36076567eaafe9428fb8484ed2284729309 VERIFIED 10.116 0.304
48623 0e73ecb29b20b2af61a28080ec1c21feb0e041a70f969ad52959339ca4ad3d73 883ad415b5822cdc09d4cb1de43b71327d173a3200a5644738eb0b640b7b0fb2 VERIFIED 1.158 0.046
48624 2c376c7c5f986706b3cf15a7084fd71ca47c96a9eb0e4f3c0450b56f7804e909 df9849acca6e86d2daa8d77176b7079ad06b7dd614391bd6d5e4c3c8bf5e6694 VERIFIED 3.365 0.112
48625 68dffa6121cd1ac48cec4fcda7b5c9f5ba7bd4ba55535eb55a50bff9c2f8c3fe 26364772a5df5ea9993e18b2b91d5d320c57a1c30248e944f24c8cecc73337d1 VERIFIED 5.041 0.150
48626 43098ae6a5135b704dcf34972ec52eec6fb60c2f3c9f4a78ed3606faa5aa1ef9 7eee680cc0d13cb4a9cbf0675c52e33b285a8d784bed7cdd3c4cbd1050e3d85a VERIFIED 1.376 0.061
48627 834dd3fe8cdb7d11099caaf214ee6276bd4d7c520f4e200d2bb9d295cc07fdd0 66c200eb6a6510d7a8f8bc68a3d8629b4fe9b4223fd39f9a42e45ef7182dc47d VERIFIED 4.022 0.115
48628 74a4fba8e80a58019b1b6bb164d1fb2b4239d60e6814d3c3a59a4e5a296953e5 8e448f6c89bb16e02073da6ed695b88f2563a4d6269e66584ae87379b718c476 VERIFIED 5.845 0.176
48629 b14e14095e12b71fcc19823374b3bcee00e1b9c29a24c219cdb69eb054ae3bf1 be0c5569fc0360c3a00369ae8496f3981ac3c669b4c90bc5b4a1c017738630e5 VERIFIED 7.317 0.230
48630 ee2d2e15f3f1e22625610f2ab3493c943b4316674cd13c1ea72a61b8a83d9a7a 0ebabb92a9817d58376fe8d993be0e1017694c89acc0426aca77c64f3f632620 VERIFIED 0.185 0.018
48631 082d29fdc23b921e260dd56188f473f5b82c4a701771222822f9dca46b7fdd18 34cb2ab4c27f049ca36e73037a7d0a70fc5ef4c64f28d681ceb028c97bda3e68 VERIFIED 0.056 0.012
48632 adae39b21a84ada9b9412891578b0eda4c4ec55c2648c5678cceb4a8f30c5781 6676642c7382c4216aa36583b1f53807520e1c2662cf097d5b9a37c7d2354c8a VERIFIED 0.149 0.014
48633 5b72d2a032f94ccdbabe7b98c0ae3cbe2ae326a6d1d09cf33d8881905b5f3c7a c4add917d61533554eca933bc361d82d1e56d6158993f93806b681469d75fd77 VERIFIED 0.101 0.015
48634 9aab68ddcfc9aec15a04685db8d1dcd6c5d15c98d6bc466cea1dabdc81bb5f49 d91c8849c99ef45958da5f8fadd68bf368a2c3914152d5efc48258bbfc439f51 VERIFIED 0.420 0.025
48635 d7036c6a28ad2990fe0a5c473abf16775d2a27393daf0b4856527a61b96478db e88fc9d307c0ec59080d9fe91f2134f90dcc57f5ab90666e341043be1ffb217f VERIFIED 0.274 0.016
48636 5452e2dc9e5c94f4f97bc4f97abc37a3d2dbefe2217bccb0c896019d2a71b197 a926739699684fae0c376c0c69993a2a6ceff35a3a6694e30470c8ff06992508 VERIFIED 1.314 0.048
48637 36093a39a2be0eac3be7c6517f104ce62bbdc71d564830377e924eb2d8f62928 917c32d23ef21c89f464842ae951abbe9f387a446e472cf71511b76cd0a4194c VERIFIED 0.181 0.014
48638 d6446ea641f29b2d18604aec5facffefe8cc7db56342de0c5f3e22aaed0c604c aef0c05551c6b96c4aa8f93172d0bfa00ba257d42d203f3f558ff4c0dbe7002f VERIFIED 1.006 0.043
48639 dd9451c6a6c0165c5ec799acf3a352aec0f9f3a80a6b83095470ee636b04a5e5 3a4748e2cdd93fe7df6715490024791e715df6119890a1fee716c2d08ddef14e VERIFIED 2.942 0.108
48640 41063a328fc1e31e07b5afbe92ad7791e47bc54c140a45882113024f844bf873 782efa8f7a7574527dac1c51dbfbb46df8be6bca245fcdd470fe6b2504a46393 VERIFIED 0.199 0.012
48641 d3952cf41c5606967e92a265f3dd8cf9194d34043bbaab4fdc9d91db984b2020 b3a11b8cede4f467419429f1e9809de8e2e2e2ce29bc936f26509d39b20a414a VERIFIED 0.511 0.023
48642 17698542d2ac6d40641ec4a44ea9c046aed9691e44d1eebfd89f137b4b653aa3 0f4d2d508202b16003dad6880a82b93568f207d622b71f4958f84a914eeb2a63 VERIFIED 0.237 0.019
48643 aa95a0bbcabb8ea2a361d464d54d55341774bd00d92582f685b06008166102fd 4440e271289a98f11bdd0f54159b61cdfd3f8d216891883754c37c4fbfd410e4 VERIFIED 1.297 0.056
48644 7f882b0b37101be18a1c747a5253015b726c5ea67efb2ffa1cf63d11ddb1e315 93b55d28ec62cc771cfcb6f711db3d9505672628d06218243512998cbf13e02c VERIFIED 0.818 0.032
48645 3e88a72f1461ed32f1d11c4e91ce467e2c3eda20d9dc5c6227491ad291f0535f 907b31e9dab08ebab83c9a1906e1d841ec1fde0762e48fdf81bac630210dbfa7 VERIFIED 1.118 0.049
48646 5cb3e610086471fffb6867eb263bb138db75082d1a62bce0cac02ebeba1adad8 2f46c56883d79d3cdd9ddcd581758a448e55a960de981b0e9a3ce663f1059a23 VERIFIED 1.570 0.065
48647 127f0a322118ef3e0b76eb7575d4db01082636d6cd7e71c432cfe572a9d43b24 eabf26b9e7b477d75ec890328b56709009357ec1664d5b003040c5807ad4984c VERIFIED 6.490 0.191
48648 826115f7a2601e2545d9d8bc7cb9d6116b66e625c75c468b849a1e2efd2b570d 583263b8131f57b5c0f5cf7ebd60c50d74b3775b2aad59cf0e4ebf585d510451 VERIFIED 0.602 0.028
48649 b527e257c09b58a76ae16597eb1236f9b90b9f4a2017e44c9d95f02706ba6283 53d0d1b840c0a86b0780665dcc68298703d15cad9f4a49994fafca3045ef0a31 VERIFIED 2.077 0.081
48650 37b0d00e6434dca2dfb668d93028f1efcc2746c829772ff06e5235d642bbc3b8 accccc2a0473029341be515bc352fbd5a3b864f319ec392f7737c8b01b8045d4 VERIFIED 2.913 0.102
