# cubes [82200,82400) base=[0, 1, 2, 5, 6, 3]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
82200 e583ef14da01bfd1ad533171df1597c4a74f3889a3176c981d3d4d388f448282 7b73455b5cf1ce4ddbd04bd7ccedaf609ce26584d21878344ca85a52acb20443 VERIFIED 9.082 0.229
82201 d8d0082b3a3ef1132c7208b6f7687d852318a0b6e71d719bed016fc90d4fee3b e11c5c1c7acf65cebf97e15e5771a1334366942b8531c751c906d5d48b2fd93c VERIFIED 1.368 0.062
82202 30eb6c992eed30ad8051c1c2bbe3a283e8d2de826f546e8e511424ef721d1b8b e4236875f91887d07a1d91f0a1726b385098bd1f1925ccca47b6fbb2d351a3ed VERIFIED 5.829 0.182
82203 ed89c63df7ea7a32fd82ecfa2fe09960299eb34f7f099b3a9bcdc2e8ec3b2d16 7e81e73f86ba1a92f897267d9ec6f57059e70e8a821530500eaae3c7c793f7f8 VERIFIED 8.320 0.254
82204 c4c7708ca67812ab973c73523cc79d11306e5e9ef83b99f23d198a627a6afe80 6cebaba08df1ed6b5569076e1e080ee8382c539f3ed97d8ec68208166d97a776 VERIFIED 4.834 0.145
82205 e20d7665b0eb38563dc71f3939ba9366f180f72eb3dd2e3f633a6fdda4d35ea3 b496e86ddd6ac1ba9687fb24289b97347823b7bf330a6bacc0b62cf2c8017b7e VERIFIED 3.209 0.116
82206 7d4645a7878e0f064891767c84516c9f135f7b0be6e49cb7c2ffe3aa6e79da78 4287995ac3da2ce525e196e7457f8868413a2559afa39100a70fb348ae304958 VERIFIED 1.450 0.057
82207 d2a62e5fa5f07b3ee6d290cbfce7691938aaae48f1f19dc515e17cda9e653078 37efc8c02bb56a7db23a2647645c3e340dad950f232e2233f072268e12e4761c VERIFIED 4.803 0.146
82208 c73fcb5e7cc633bac2dc1a09bc8e283c94c2371c4b433001b7d19bc550ed0838 e0730ae7f478c46120255583f1f3b082f52b07442b0df55b5efb663b45e80bce VERIFIED 4.595 0.138
82209 1b616d03a32643600ebd2784ce265d2b7fcffa30ab7095684057d201bdf2e6f3 5a62db77349ddf48d5fb9b2648283e916d0e27b4045486d2b20f59532e26f0b5 VERIFIED 1.599 0.070
82210 fb3e281c9bc8f349773e41d5ae1c4d7ae5821cf39b4d19b8a3350f4d5f0824bf c1e96614ca8d6ae40b1cb468524b6b05d52256452d0b888eb4c95c715da0acac VERIFIED 5.644 0.182
82211 388bc5e77f5f84e1157d3d7b698be6a4f006d27aa74886ed576093dbee7820d9 a3cee3521d9e0d178a0c586b5b92b3b2bf1ec1075b7bd98482684e36a80ef049 VERIFIED 1.082 0.039
82212 1e2156a183555dab5f937637a2d3aaf06c73d87a6652bb9f5997fd1e8d4f0485 187b89cc75a8fe06a4e8ca4dfdb0bf81d372d1e87ebd4f4f513e5f3099ebfd03 VERIFIED 6.051 0.193
82213 0eefaeb0ce6bdb245f6c277114fad776d5dc68d005ca7bffc43212ebc2a850ce c112ac47c33678caf1344cab9f5174e5b3bffd89468c47c06b6f12df9b7ceddb VERIFIED 2.336 0.081
