# cubes [7800,8000) base=[0, 1, 2, 3, 4, 11]
# cube sha256(cnf) sha256(lrat) verdict solve_s check_s
7800 bb4193e0f56337059ade23daabcbb38c0dfdfb19c8ea219166bf670707376309 3b86e86386481b6e42a93d8f49c90c6cbc23c8868878abab9f1dfdcbd2f5a554 VERIFIED 2.372 0.091
7801 272c43a102b2dc2ce8791b1ca7e7d06be29faf1c4f6c052bb41e1e6571648593 4a6bba0361875b940661079acaaba1bef74728865f90e47c0f0bec8babe5be51 VERIFIED 1.383 0.057
7802 e5e22dff990f7a9dfe4abf9ee869cae955905449cfc144ab45a53794ce3268ee d5053e92404ecf2e745f5cfdbfb2840e70ab9772e19a3fa2af9aed808b5f9feb VERIFIED 2.562 0.104
7803 2a1f1208b82c31422aeb740774c79cb57ff5f85d4635229addef077027eecf0b a5c5ab2a6f694e4c1c9f30e77b3c58976a2189d044815dbef1566991c64956e5 VERIFIED 2.569 0.088
7804 79111d2828ad892666d9969a121c4fe5322082f54bdccf62b21e2fcda0bce39e 2cf6ab653a28fbb92964562fb548bdcc267b4ca270b7b8af0d54881046f41631 VERIFIED 4.788 0.150
7805 c7555b57da6c89204a775996fa9a73a34b86a234f4df9dfd2a8c4e1380e901cc afdea7d995d9437ed2e96454c28fdd3b8197647dd7b2aeea7e7181193a9c7059 VERIFIED 4.740 0.157
7806 dbbf469ee6d4101c9e0f1690f062dd9a6288c8e951e4f4c85a780e2b4ff23623 1bd7088d57d96a5fa03eff67c3d005a73d712b3cc40c97f2131f9e1f80d9c6f2 VERIFIED 3.082 0.106
7807 74f91dbe84ccd6b459d6225c2b1641c8e3b64a9e025b6937c35aba1c971449ba 270e8023e67bc497db5467e42dfdfd16ed50e94ca41fc81a0152876f0138a043 VERIFIED 1.361 0.059
7808 827c882c6df7a03c5ecc2b9ad85e766ccecf3c4854c835f0dce0800c0c4ceb91 c6ba3b6f251b339bec11d54ee6c58b6cf769a98ce314b190ed88b037eaa03cc1 VERIFIED 3.808 0.120
7809 433fff3f86b8b8172df7cd1127d94a07dc63e841b7da10e8acf567a4582006f9 7375f9caf8b85f8e52af0f1545a7163521a1a938290896c68ba4aaa0101b89f1 VERIFIED 5.332 0.171
7810 ec6b491cb265a16d3a9babb71cce3f9048b9e72b717041380a328d5a162cf037 3d45e4f2389c95c8350e70f410b7ca86868c4947405c4b6601bb2f460f546122 VERIFIED 4.477 0.137
7811 841705efb2e4f1a03bb0181957f74617a67b7465955c3d9ce5e3adc2929af4d3 cdb86ed911166b0ae20e7fa6ef047c13dee26cac0cc601c2a7ade0fcdc8ef099 VERIFIED 6.674 0.217
7812 e805e25b004c30d2d76864582ecfa9d2285e39360200b719e7078a5d0c987afd 66e905613161009f41fd239f659c568a8fb0333fed1bb2922296148f40d95a18 VERIFIED 5.268 0.181
7813 3e70a712311f9e446723768ea33fc9c57b0206277b2847332be15c5ee820285c be0273de102d4a998083aec0396f37e590d22c39189af0f38b9fe812e8ef6925 VERIFIED 4.968 0.161
7814 46feaeb2f37db12180e35248ce951f410b3dd244900931a3497f7244085181aa 6c6a1156faa227a5cdf9eeefd6de44c4b480295419c34b0bd7a01da1d6701654 VERIFIED 4.116 0.134
7815 3b24f9c7eb145f51fb723ac1bc9eb104a2e7b58b4021b621a831f046539d0602 82d298aa332cef06fd43dbf8074c53719793c304bc756131fe3a30cb8fcc9636 VERIFIED 4.532 0.143
7816 a238ceb342c8cb10cb9055a6d489261ba751f99bade3f92601550960224ddd78 ebdd9d19b6987c105ed024c726d2c341ecfceb78e50d9e83b3c4f14e8a35fc52 VERIFIED 3.510 0.120
7817 954f8d7b90e44b7fbe270f3892721ff4b714bd206eec3f73d94bd0537932fc0c 3b9f44b2becda3f29765a1a80f1b3c5af2c1577de63e1e34b4eaedd894faa1eb VERIFIED 6.245 0.208
7818 46cfa777c70d3b46f1f0a824db08c5400e1e87c31d6f0f1bd233d51c080424b1 208b0b12bc2defbd49e6b681e35eead53b4ccbd7e21a7696dbbbd4362b545a55 VERIFIED 5.038 0.152
7819 20d99668c58db8a357444fe7281f0f8d55557fa784574c3054a870cb2ff08feb b38cdc13a00055798a31becb7406d94597918d3c1ae54f21599f8d5b4b959672 VERIFIED 5.096 0.165
7820 dccc3cb9d4ff6d97385d52e8f85fdd9e4ec68d0f79e463a45cba474d10498a12 f0061371263a3114174889a788f66de58ade33bd10fcb73e2ecc47e8cee86ca6 VERIFIED 2.363 0.084
7821 e384ced6eae5ae109530800ddf883dc242cdee7dfd8cce9417bbb65cf92ff227 4cf427553ec773d6aec3ea53ca8dacf4f58693844a7efa2d9cd886b0708bb453 VERIFIED 1.311 0.054
7822 bb42c7bd54b3a66884e993eac0904c8b49b8b0e34f239a2a67aa43fcd4d61d17 34ea928d60e2d7451e80b3af3ebca997583f40e5ab6e4f2ed706993417ebcff9 VERIFIED 4.573 0.145
7823 562e3ee94c0808a1a14b15b910967573bf94e40addf6cf31a3ac9c894f3720a3 3d8dbdbfbac8222faa5c892f4b511fdf0889a401ca4cbd0574f1e320403cf642 VERIFIED 5.516 0.181
7824 ee3c09fcda2e529430635a63e89e6e3ad40ef6f0f572c43c9ca9ffe7dffd15cd 528bdd1b5b4f3263390842552930e98c65ab189404c4c45bc51026d02c279d78 VERIFIED 3.919 0.136
7825 5dc7e4cb670308a5c4c7ec7f1450cb2e93bea25f9ceaf6956c1e9c4781e98f81 67caa27552fc0c381b0ebe1f9b553ad2e8b7bb256420595068c9dc1696c27cbe VERIFIED 4.491 0.134
7826 b5c26cf9aef50fa8ea9bb07b887facdc7d3ef1ac59a6ed4329676ac4d7804bd9 3fc5b88537d881ff26984903fa2af7fd2ba5afd93a8963e9281c3122b715816c VERIFIED 3.036 0.105
7827 6288bf10a6ff32c12c4c7d115a1255fca209a62bc2b63c95297e94e00516262d 56dc85cced779fc31a68e0442c3ea97895602d49ca3e59973ceb60be5f9d2a5b VERIFIED 5.954 0.189
